gene_id,Pheno,GeneEff,colors,scoreType,score,timeOrder
CYP2U1,Affected,missense,tan,REVEL,0.223,6
HADH,Affected,missense,black,REVEL,0.807,3
CAMK2D,Unaffected,missense,greenyellow,REVEL,0.086,2
FGF2,Affected,missense,greenyellow,REVEL,0.841,2
HSPA4L,Affected,missense,tan,REVEL,0.481,6
SMARCA5,Affected,missense,black,REVEL,0.548,3
SMARCA5,Affected,missense,black,REVEL,0.243,3
ABCE1,Affected,missense,tan,REVEL,0.776,6
ABCE1,Affected,missense,tan,REVEL,0.673,6
TRIM2,Affected,missense,blue,REVEL,0.221,5
TRIM2,Unaffected,missense,blue,REVEL,0.687,5
TRIM2,Unaffected,missense,blue,REVEL,0.081,5
TRIM2,Affected,missense,blue,REVEL,0.738,5
FGB,Unaffected,missense,greenyellow,REVEL,0.152,2
FGB,Affected,missense,greenyellow,REVEL,0.397,2
PPID,Affected,missense,greenyellow,REVEL,0.296,2
TKTL2,Affected,missense,tan,REVEL,0.145,6
CDKN2AIP,Affected,missense,greenyellow,REVEL,0.179,2
CDKN2AIP,Affected,missense,greenyellow,REVEL,0.068,2
FRG1,Affected,missense,greenyellow,REVEL,0.009,2
SDHA,Affected,missense,tan,REVEL,0.826,6
SDHA,Affected,missense,tan,REVEL,0.963,6
PDCD6,Affected,missense,blue,REVEL,0.519,5
PDCD6,Affected,missense,blue,REVEL,0.576,5
LPCAT1,Affected,missense,greenyellow,REVEL,0.361,2
LPCAT1,Affected,missense,greenyellow,REVEL,0.325,2
LPCAT1,Affected,missense,greenyellow,REVEL,0.043,2
CCT5,Affected,missense,yellow,REVEL,0.617,4
CCT5,Unaffected,missense,yellow,REVEL,0.839,4
NUP155,Affected,missense,greenyellow,REVEL,0.394,2
NUP155,Affected,missense,greenyellow,REVEL,0.173,2
NUP155,Unaffected,missense,greenyellow,REVEL,0.307,2
PAIP1,Affected,missense,yellow,REVEL,0.091,4
NNT,Affected,missense,yellow,REVEL,0.934,4
NNT,Affected,missense,yellow,REVEL,0.89,4
NNT,Affected,missense,yellow,REVEL,0.414,4
ITGA2,Affected,missense,tan,REVEL,0.318,6
ITGA2,Affected,missense,tan,REVEL,0.091,6
MTREX,Affected,missense,greenyellow,REVEL,0.409,2
KIF2A,Affected,missense,greenyellow,REVEL,0.556,2
KIF2A,Affected,missense,greenyellow,REVEL,0.811,2
CCNB1,Affected,missense,greenyellow,REVEL,0.152,2
CCNB1,Affected,missense,greenyellow,REVEL,0.69,2
MAP1B,Affected,missense,greenyellow,REVEL,0.032,2
MAP1B,Unaffected,missense,greenyellow,REVEL,0.198,2
MAP1B,Affected,missense,greenyellow,REVEL,0.027,2
TNPO1,Affected,missense,black,REVEL,0.211,3
BTF3,Unaffected,missense,greenyellow,REVEL,0.156,2
HEXB,Affected,missense,black,REVEL,0.241,3
IQGAP2,Affected,missense,tan,REVEL,0.491,6
NR2F1,Affected,missense,greenyellow,REVEL,0.962,2
NR2F1,Affected,missense,greenyellow,REVEL,0.979,2
NR2F1,Affected,missense,greenyellow,REVEL,0.494,2
NUDT12,Affected,missense,greenyellow,REVEL,0.151,2
HSD17B4,Affected,missense,blue,REVEL,0.45,5
ALDH7A1,Affected,missense,black,REVEL,0.297,3
RAD50,Affected,missense,tan,REVEL,0.181,6
RAD50,Affected,missense,tan,REVEL,0.628,6
HSPA4,Affected,missense,yellow,REVEL,0.239,4
VDAC1,Unaffected,missense,magenta,REVEL,0.135,1
PPP2CA,Affected,missense,black,REVEL,0.341,3
ETF1,Affected,missense,greenyellow,REVEL,0.165,2
HSPA9,Affected,missense,black,REVEL,0.644,3
CTNNA1,Affected,missense,tan,REVEL,0.422,6
MATR3,Affected,missense,greenyellow,REVEL,0.125,2
GNPDA1,Affected,missense,black,REVEL,0.119,3
TCERG1,Affected,missense,blue,REVEL,0.523,5
TCERG1,Unaffected,missense,blue,REVEL,0.352,5
DPYSL3,Affected,missense,blue,REVEL,0.651,5
DPYSL3,Affected,missense,blue,REVEL,0.355,5
ANXA6,Unaffected,missense,black,REVEL,0.245,3
ANXA6,Unaffected,missense,black,REVEL,0.186,3
ATOX1,Affected,missense,blue,REVEL,0.175,5
G3BP1,Unaffected,missense,black,REVEL,0.871,3
G3BP1,Unaffected,missense,black,REVEL,0.913,3
G3BP1,Affected,missense,black,REVEL,0.365,3
LARP1,Affected,missense,tan,REVEL,0.085,6
LARP1,Affected,missense,tan,REVEL,0.238,6
UBLCP1,Affected,missense,greenyellow,REVEL,0.128,2
UBLCP1,Unaffected,missense,greenyellow,REVEL,0.162,2
NUDCD2,Affected,missense,tan,REVEL,0.584,6
NUDCD2,Affected,missense,tan,REVEL,0.584,6
NUDCD2,Affected,missense,tan,REVEL,0.035,6
NUDCD2,Affected,missense,tan,REVEL,0.171,6
SH3PXD2B,Affected,missense,greenyellow,REVEL,0.105,2
SH3PXD2B,Affected,missense,greenyellow,REVEL,0.032,2
CREBRF,Unaffected,missense,greenyellow,REVEL,0.494,2
CREBRF,Affected,missense,greenyellow,REVEL,0.317,2
SFXN1,Affected,missense,black,REVEL,0.092,3
CLTB,Unaffected,missense,tan,REVEL,0.167,6
FAF2,Affected,missense,greenyellow,REVEL,0.239,2
DBN1,Affected,missense,blue,REVEL,0.156,5
DBN1,Affected,missense,blue,REVEL,0.103,5
DBN1,Affected,missense,blue,REVEL,0.103,5
DBN1,Affected,missense,blue,REVEL,0.308,5
DBN1,Unaffected,missense,blue,REVEL,0.127,5
FAM193B,Affected,missense,greenyellow,REVEL,0.203,2
TMED9,Unaffected,missense,black,REVEL,0.143,3
LINC01600,Affected,missense,black,REVEL,0.036,3
TUBB2A,Affected,missense,blue,REVEL,0.743,5
TUBB2A,Affected,missense,blue,REVEL,0.915,5
TUBB2A,Affected,missense,blue,REVEL,0.916,5
TUBB2B,Affected,missense,greenyellow,REVEL,0.483,2
DSP,Affected,missense,blue,REVEL,0.402,5
DSP,Unaffected,missense,blue,REVEL,0.09,5
DSP,Affected,missense,blue,REVEL,0.805,5
TXNDC5,Affected,missense,tan,REVEL,0.028,6
CAP2,Affected,missense,blue,REVEL,0.386,5
NUP153,Affected,missense,magenta,REVEL,0.119,1
NUP153,Affected,missense,magenta,REVEL,0.118,1
DEK,Affected,missense,yellow,REVEL,0.052,4
ALDH5A1,Affected,missense,greenyellow,REVEL,0.205,2
ALDH5A1,Affected,missense,greenyellow,REVEL,0.892,2
ALDH5A1,Affected,missense,greenyellow,REVEL,0.304,2
ABCF1,Affected,missense,greenyellow,REVEL,0.164,2
ABCF1,Affected,missense,greenyellow,REVEL,0.444,2
TUBB,Unaffected,missense,greenyellow,REVEL,0.857,2
FLOT1,Unaffected,missense,tan,REVEL,0.583,6
DDX39B,Affected,missense,greenyellow,REVEL,0.199,2
DDX39B,Affected,missense,greenyellow,REVEL,0.422,2
DDAH2,Affected,missense,blue,REVEL,0.55,5
TNXB,Affected,missense,magenta,REVEL,0.272,1
TNXB,Affected,missense,magenta,REVEL,0.124,1
TNXB,Unaffected,missense,magenta,REVEL,0.355,1
TNXB,Unaffected,missense,magenta,REVEL,0.026,1
TNXB,Unaffected,missense,magenta,REVEL,0.036,1
TNXB,Unaffected,missense,magenta,REVEL,0.078,1
TNXB,Affected,missense,magenta,REVEL,0.087,1
TNXB,Affected,missense,magenta,REVEL,0.079,1
TNXB,Affected,missense,magenta,REVEL,0.009,1
COL11A2,Unaffected,missense,greenyellow,REVEL,0.289,2
COL11A2,Affected,missense,greenyellow,REVEL,0.97,2
COL11A2,Affected,missense,greenyellow,REVEL,0.968,2
VPS52,Unaffected,missense,greenyellow,REVEL,0.676,2
VPS52,Affected,missense,greenyellow,REVEL,0.156,2
KIFC1,Affected,missense,black,REVEL,0.132,3
KIFC1,Affected,missense,black,REVEL,0.007,3
KIFC1,Affected,missense,black,REVEL,0.565,3
HMGA1,Affected,missense,blue,REVEL,0.039,5
HMGA1,Affected,missense,blue,REVEL,0.018,5
RPS10,Unaffected,missense,magenta,REVEL,0.682,1
MAPK13,Affected,missense,greenyellow,REVEL,0.147,2
RPL7L1,Unaffected,missense,greenyellow,REVEL,0.439,2
RPL7L1,Unaffected,missense,greenyellow,REVEL,0.166,2
PEX6,Unaffected,missense,greenyellow,REVEL,0.225,2
PEX6,Unaffected,missense,greenyellow,REVEL,0.133,2
PEX6,Affected,missense,greenyellow,REVEL,0.252,2
XPO5,Affected,missense,greenyellow,REVEL,0.137,2
XPO5,Affected,missense,greenyellow,REVEL,0.137,2
XPO5,Affected,missense,greenyellow,REVEL,0.733,2
HSP90AB1,Affected,missense,greenyellow,REVEL,0.365,2
EEF1A1,Affected,missense,greenyellow,REVEL,0.637,2
CD109,Affected,missense,tan,REVEL,0.12,6
MYO6,Affected,missense,greenyellow,REVEL,0.706,2
PHIP,Affected,missense,black,REVEL,0.248,3
PHIP,Affected,missense,black,REVEL,0.604,3
PHIP,Affected,missense,black,REVEL,0.651,3
PHIP,Affected,missense,black,REVEL,0.198,3
PHIP,Affected,missense,black,REVEL,0.028,3
PGM3,Unaffected,missense,tan,REVEL,0.456,6
ME1,Affected,missense,greenyellow,REVEL,0.07,2
ME1,Affected,missense,greenyellow,REVEL,0.775,2
POU3F2,Affected,missense,blue,REVEL,0.411,5
HDAC2,Unaffected,missense,yellow,REVEL,0.112,4
ROS1,Affected,missense,greenyellow,REVEL,0.261,2
ROS1,Affected,missense,greenyellow,REVEL,0.26,2
ROS1,Affected,missense,greenyellow,REVEL,0.713,2
ROS1,Affected,missense,greenyellow,REVEL,0.123,2
ARG1,Affected,missense,tan,REVEL,0.251,6
BCLAF1,Affected,missense,blue,REVEL,0.239,5
BCLAF1,Unaffected,missense,blue,REVEL,0.43,5
BCLAF1,Unaffected,missense,blue,REVEL,0.241,5
AKAP12,Affected,missense,black,REVEL,0.031,3
SYNE1,Affected,missense,black,REVEL,0.128,3
SYNE1,Unaffected,missense,black,REVEL,0.222,3
SYNE1,Affected,missense,black,REVEL,0.042,3
SYNE1,Affected,missense,black,REVEL,0.202,3
SYNE1,Affected,missense,black,REVEL,0.27,3
SYNE1,Affected,missense,black,REVEL,0.142,3
SYNE1,Affected,missense,black,REVEL,0.378,3
SYNE1,Affected,missense,black,REVEL,0.046,3
SYNE1,Affected,missense,black,REVEL,0.057,3
SYNE1,Unaffected,missense,black,REVEL,0.043,3
SYNE1,Affected,missense,black,REVEL,0.122,3
SYNE1,Unaffected,missense,black,REVEL,0.085,3
SYNE1,Unaffected,missense,black,REVEL,0.094,3
SYNE1,Affected,missense,black,REVEL,0.867,3
EZR,Affected,missense,magenta,REVEL,0.245,1
EZR,Affected,missense,magenta,REVEL,0.25,1
ACAT2,Affected,missense,black,REVEL,0.177,3
AFDN,Unaffected,missense,tan,REVEL,0.118,6
AFDN,Unaffected,missense,tan,REVEL,0.174,6
AFDN,Affected,missense,tan,REVEL,0.226,6
PRKAR1B,Affected,missense,greenyellow,REVEL,0.831,2
PRKAR1B,Affected,missense,greenyellow,REVEL,0.596,2
PRKAR1B,Affected,missense,greenyellow,REVEL,0.596,2
PRKAR1B,Affected,missense,greenyellow,REVEL,0.856,2
PRKAR1B,Unaffected,missense,greenyellow,REVEL,0.203,2
PRKAR1B,Affected,missense,greenyellow,REVEL,0.354,2
EIF3B,Affected,missense,tan,REVEL,0.648,6
EIF3B,Unaffected,missense,tan,REVEL,0.499,6
EIF3B,Affected,missense,tan,REVEL,0.433,6
FOXK1,Affected,missense,greenyellow,REVEL,0.54,2
FSCN1,Unaffected,missense,greenyellow,REVEL,0.701,2
FSCN1,Unaffected,missense,greenyellow,REVEL,0.337,2
FSCN1,Affected,missense,greenyellow,REVEL,0.499,2
IGF2BP3,Unaffected,missense,tan,REVEL,0.135,6
OSBPL3,Affected,missense,yellow,REVEL,0.698,4
OSBPL3,Unaffected,missense,yellow,REVEL,0.374,4
SCRN1,Unaffected,missense,black,REVEL,0.356,3
FKBP9,Affected,missense,blue,REVEL,0.127,5
PSMA2,Affected,missense,blue,REVEL,0.495,5
DBNL,Unaffected,missense,tan,REVEL,0.412,6
DBNL,Unaffected,missense,tan,REVEL,0.063,6
OGDH,Unaffected,missense,greenyellow,REVEL,0.156,2
OGDH,Unaffected,missense,greenyellow,REVEL,0.82,2
OGDH,Affected,missense,greenyellow,REVEL,0.59,2
TNS3,Affected,missense,greenyellow,REVEL,0.187,2
NIPSNAP2,Unaffected,missense,black,REVEL,0.066,3
CCT6A,Unaffected,missense,yellow,REVEL,0.918,4
BAZ1B,Affected,missense,blue,REVEL,0.429,5
BAZ1B,Affected,missense,blue,REVEL,0.138,5
BAZ1B,Unaffected,missense,blue,REVEL,0.308,5
CLIP2,Affected,missense,greenyellow,REVEL,0.325,2
CLIP2,Affected,missense,greenyellow,REVEL,0.15,2
CLIP2,Affected,missense,greenyellow,REVEL,0.29,2
CLIP2,Unaffected,missense,greenyellow,REVEL,0.145,2
YWHAG,Affected,missense,blue,REVEL,0.597,5
GNAI1,Affected,missense,tan,REVEL,0.941,6
GNAI1,Affected,missense,tan,REVEL,0.922,6
SEMA3C,Affected,missense,black,REVEL,0.094,3
GRM3,Affected,missense,greenyellow,REVEL,0.225,2
GRM3,Unaffected,missense,greenyellow,REVEL,0.773,2
COL1A2,Affected,missense,greenyellow,REVEL,0.721,2
COL1A2,Unaffected,missense,greenyellow,REVEL,0.632,2
COPS6,Affected,missense,tan,REVEL,0.15,6
MCM7,Affected,missense,black,REVEL,0.476,3
TFR2,Affected,missense,yellow,REVEL,0.226,4
TFR2,Affected,missense,yellow,REVEL,0.037,4
GNB2,Affected,missense,black,REVEL,0.639,3
GNB2,Affected,missense,black,REVEL,0.639,3
GNB2,Unaffected,missense,black,REVEL,0.322,3
GNB2,Unaffected,missense,black,REVEL,0.39,3
GNB2,Affected,missense,black,REVEL,0.275,3
SRRT,Unaffected,missense,yellow,REVEL,0.18,4
NAMPT,Affected,missense,greenyellow,REVEL,0.092,2
PTPRZ1,Affected,missense,greenyellow,REVEL,0.245,2
PTPRZ1,Affected,missense,greenyellow,REVEL,0.056,2
SND1,Affected,missense,black,REVEL,0.207,3
SND1,Affected,missense,black,REVEL,0.396,3
CALU,Affected,missense,black,REVEL,0.815,3
FLNC,Unaffected,missense,greenyellow,REVEL,0.764,2
FLNC,Affected,missense,greenyellow,REVEL,0.935,2
NRF1,Affected,missense,greenyellow,REVEL,0.402,2
NRF1,Unaffected,missense,greenyellow,REVEL,0.221,2
CPA4,Affected,missense,greenyellow,REVEL,0.236,2
CPA4,Unaffected,missense,greenyellow,REVEL,0.181,2
CPA4,Affected,missense,greenyellow,REVEL,0.276,2
CALD1,Affected,missense,tan,REVEL,0.044,6
CALD1,Affected,missense,tan,REVEL,0.129,6
CALD1,Affected,missense,tan,REVEL,0.315,6
ZYX,Affected,missense,tan,REVEL,0.253,6
ZYX,Unaffected,missense,tan,REVEL,0.131,6
CUL1,Affected,missense,greenyellow,REVEL,0.922,2
PDIA4,Affected,missense,black,REVEL,0.213,3
PDIA4,Affected,missense,black,REVEL,0.53,3
MCPH1,Unaffected,missense,tan,REVEL,0.831,6
MCPH1,Affected,missense,tan,REVEL,0.05,6
MCPH1,Affected,missense,tan,REVEL,0.9,6
FDFT1,Affected,missense,tan,REVEL,0.144,6
CTSB,Unaffected,missense,tan,REVEL,0.822,6
ATP6V1B2,Affected,missense,greenyellow,REVEL,0.838,2
XPO7,Affected,missense,tan,REVEL,0.195,6
PIWIL2,Unaffected,missense,black,REVEL,0.1,3
PIWIL2,Affected,missense,black,REVEL,0.348,3
CCAR2,Affected,missense,yellow,REVEL,0.138,4
CCAR2,Affected,missense,yellow,REVEL,0.125,4
CCAR2,Affected,missense,yellow,REVEL,0.207,4
CCAR2,Affected,missense,yellow,REVEL,0.012,4
DPYSL2,Affected,missense,greenyellow,REVEL,0.782,2
DPYSL2,Affected,missense,greenyellow,REVEL,0.778,2
DPYSL2,Affected,missense,greenyellow,REVEL,0.83,2
CLU,Affected,missense,greenyellow,REVEL,0.005,2
PBK,Affected,missense,black,REVEL,0.398,3
PLPBP,Affected,missense,tan,REVEL,0.604,6
PLPBP,Affected,missense,tan,REVEL,0.052,6
PRKDC,Unaffected,missense,magenta,REVEL,0.642,1
PRKDC,Affected,missense,magenta,REVEL,0.151,1
PRKDC,Affected,missense,magenta,REVEL,0.266,1
PRKDC,Affected,missense,magenta,REVEL,0.051,1
PRKDC,Affected,missense,magenta,REVEL,0.109,1
PRKDC,Affected,missense,magenta,REVEL,0.555,1
PRKDC,Affected,missense,magenta,REVEL,0.362,1
MCM4,Affected,missense,black,REVEL,0.183,3
SNTG1,Affected,missense,magenta,REVEL,0.209,1
SNTG1,Affected,missense,magenta,REVEL,0.497,1
SNTG1,Affected,missense,magenta,REVEL,0.151,1
RB1CC1,Unaffected,missense,greenyellow,REVEL,0.155,2
RB1CC1,Affected,missense,greenyellow,REVEL,0.083,2
RB1CC1,Affected,missense,greenyellow,REVEL,0.336,2
TCEA1,Affected,missense,tan,REVEL,0.205,6
GGH,Unaffected,missense,black,REVEL,0.017,3
RPL7,Affected,missense,magenta,REVEL,0.271,1
STMN2,Affected,missense,blue,REVEL,0.392,5
STMN2,Affected,missense,blue,REVEL,0.548,5
IMPA1,Affected,missense,tan,REVEL,0.351,6
CPNE3,Unaffected,missense,black,REVEL,0.727,3
DECR1,Affected,missense,black,REVEL,0.174,3
COX6C,Affected,missense,yellow,REVEL,0.213,4
PABPC1,Unaffected,missense,black,REVEL,0.228,3
PABPC1,Affected,missense,black,REVEL,0.405,3
YWHAZ,Affected,missense,greenyellow,REVEL,0.735,2
YWHAZ,Affected,missense,greenyellow,REVEL,0.847,2
NCALD,Affected,missense,blue,REVEL,0.487,5
GLI4,Affected,missense,tan,REVEL,0.15,6
EEF1D,Unaffected,missense,black,REVEL,0.173,3
EEF1D,Affected,missense,black,REVEL,0.061,3
EEF1D,Affected,missense,black,REVEL,0.021,3
EEF1D,Affected,missense,black,REVEL,0.006,3
EEF1D,Affected,missense,black,REVEL,0.101,3
SCRIB,Unaffected,missense,tan,REVEL,0.11,6
SCRIB,Unaffected,missense,tan,REVEL,0.061,6
SCRIB,Unaffected,missense,tan,REVEL,0.187,6
SCRIB,Affected,missense,tan,REVEL,0.087,6
SCRIB,Affected,missense,tan,REVEL,0.166,6
SCRIB,Affected,missense,tan,REVEL,0.166,6
SCRIB,Affected,missense,tan,REVEL,0.336,6
SCRIB,Affected,missense,tan,REVEL,0.054,6
SCRIB,Unaffected,missense,tan,REVEL,0.346,6
SCRIB,Unaffected,missense,tan,REVEL,0.415,6
SCRIB,Affected,missense,tan,REVEL,0.661,6
PUF60,Affected,missense,black,REVEL,0.239,3
PUF60,Affected,missense,black,REVEL,0.562,3
EPPK1,Affected,missense,greenyellow,REVEL,0.137,2
EPPK1,Affected,missense,greenyellow,REVEL,0.276,2
EPPK1,Unaffected,missense,greenyellow,REVEL,0.447,2
EPPK1,Affected,missense,greenyellow,REVEL,0.237,2
EPPK1,Affected,missense,greenyellow,REVEL,0.2,2
PLEC,Affected,missense,tan,REVEL,0.313,6
PLEC,Affected,missense,tan,REVEL,0.822,6
PLEC,Affected,missense,tan,REVEL,0.493,6
PLEC,Affected,missense,tan,REVEL,0.748,6
PLEC,Affected,missense,tan,REVEL,0.099,6
PLEC,Affected,missense,tan,REVEL,0.346,6
PLEC,Affected,missense,tan,REVEL,0.539,6
PLEC,Affected,missense,tan,REVEL,0.732,6
PLEC,Affected,missense,tan,REVEL,0.444,6
PLEC,Affected,missense,tan,REVEL,0.541,6
PLEC,Affected,missense,tan,REVEL,0.405,6
PLEC,Affected,missense,tan,REVEL,0.207,6
PLEC,Affected,missense,tan,REVEL,0.344,6
PLEC,Affected,missense,tan,REVEL,0.344,6
PLEC,Affected,missense,tan,REVEL,0.271,6
PLEC,Affected,missense,tan,REVEL,0.494,6
PLEC,Affected,missense,tan,REVEL,0.125,6
CYC1,Affected,missense,greenyellow,REVEL,0.016,2
RPL8,Unaffected,missense,magenta,REVEL,0.151,1
SNAPC3,Affected,missense,greenyellow,REVEL,0.489,2
PSIP1,Affected,missense,black,REVEL,0.079,3
RPS6,Affected,missense,black,REVEL,0.193,3
ELAVL2,Affected,missense,yellow,REVEL,0.43,4
VCP,Unaffected,missense,magenta,REVEL,0.731,1
STOML2,Affected,missense,tan,REVEL,0.462,6
TLN1,Affected,missense,tan,REVEL,0.173,6
TLN1,Affected,missense,tan,REVEL,0.58,6
TLN1,Unaffected,missense,tan,REVEL,0.759,6
TLN1,Affected,missense,tan,REVEL,0.209,6
TJP2,Unaffected,missense,greenyellow,REVEL,0.018,2
ANXA1,Affected,missense,tan,REVEL,0.215,6
PSAT1,Unaffected,missense,black,REVEL,0.314,3
HNRNPK,Unaffected,missense,greenyellow,REVEL,0.175,2
HNRNPK,Affected,missense,greenyellow,REVEL,0.582,2
ZNF484,Unaffected,missense,greenyellow,REVEL,0.02,2
CTSV,Affected,missense,greenyellow,REVEL,0.782,2
ANP32B,Affected,missense,black,REVEL,0.464,3
ERP44,Affected,missense,black,REVEL,0.439,3
ERP44,Affected,missense,black,REVEL,0.605,3
ZNF462,Unaffected,missense,greenyellow,REVEL,0.261,2
ZNF462,Affected,missense,greenyellow,REVEL,0.421,2
ZNF462,Affected,missense,greenyellow,REVEL,0.165,2
ZNF462,Affected,missense,greenyellow,REVEL,0.073,2
ZNF462,Affected,missense,greenyellow,REVEL,0.259,2
ZNF462,Affected,missense,greenyellow,REVEL,0.394,2
RAD23B,Affected,missense,black,REVEL,0.748,3
PTBP3,Affected,missense,greenyellow,REVEL,0.153,2
PTBP3,Affected,missense,greenyellow,REVEL,0.052,2
PTBP3,Affected,missense,greenyellow,REVEL,0.084,2
TNC,Unaffected,missense,greenyellow,REVEL,0.05,2
TNC,Affected,missense,greenyellow,REVEL,0.018,2
TNC,Affected,missense,greenyellow,REVEL,0.149,2
TNC,Affected,missense,greenyellow,REVEL,0.202,2
TNC,Affected,missense,greenyellow,REVEL,0.747,2
PSMD5,Unaffected,missense,tan,REVEL,0.091,6
RAB14,Affected,missense,greenyellow,REVEL,0.918,2
GSN,Affected,missense,black,REVEL,0.245,3
STRBP,Unaffected,missense,yellow,REVEL,0.132,4
DENND1A,Unaffected,missense,magenta,REVEL,0.155,1
RPL35,Affected,missense,tan,REVEL,0.258,6
STXBP1,Affected,missense,blue,REVEL,0.904,5
STXBP1,Affected,missense,blue,REVEL,0.951,5
STXBP1,Affected,missense,blue,REVEL,0.966,5
STXBP1,Affected,missense,blue,REVEL,0.966,5
STXBP1,Affected,missense,blue,REVEL,0.891,5
SPTAN1,Affected,missense,yellow,REVEL,0.029,4
SPTAN1,Affected,missense,yellow,REVEL,0.269,4
SPTAN1,Affected,missense,yellow,REVEL,0.596,4
SPTAN1,Affected,missense,yellow,REVEL,0.534,4
SPTAN1,Unaffected,missense,yellow,REVEL,0.102,4
SPTAN1,Affected,missense,yellow,REVEL,0.895,4
SPTAN1,Affected,missense,yellow,REVEL,0.895,4
SPTAN1,Affected,missense,yellow,REVEL,0.895,4
SPTAN1,Affected,missense,yellow,REVEL,0.407,4
SET,Unaffected,missense,greenyellow,REVEL,0.247,2
PTPA,Unaffected,missense,greenyellow,REVEL,0.011,2
FUBP3,Affected,missense,greenyellow,REVEL,0.879,2
AIF1L,Affected,start_lost,tan,REVEL,0.073,6
AIF1L,Affected,missense,tan,REVEL,0.236,6
RPL7A,Affected,missense,black,REVEL,0.37,3
SURF4,Unaffected,missense,greenyellow,REVEL,0.12,2
WDR5,Unaffected,missense,tan,REVEL,0.845,6
COL5A1,Affected,missense,greenyellow,REVEL,0.327,2
COL5A1,Affected,missense,greenyellow,REVEL,0.346,2
COL5A1,Unaffected,missense,greenyellow,REVEL,0.346,2
SEC16A,Affected,missense,greenyellow,REVEL,0.038,2
SEC16A,Affected,missense,greenyellow,REVEL,0.07,2
CCDC183,Affected,missense,greenyellow,REVEL,0.019,2
CCDC183,Unaffected,missense,greenyellow,REVEL,0.207,2
CCDC183,Unaffected,missense,greenyellow,REVEL,0.074,2
TUBB4B,Affected,missense,greenyellow,REVEL,0.417,2
STPG3,Affected,missense,greenyellow,REVEL,0.043,2
NELFB,Unaffected,missense,tan,REVEL,0.102,6
TUBB8,Affected,missense,greenyellow,REVEL,0.207,2
PFKP,Affected,missense,greenyellow,REVEL,0.289,2
PFKP,Affected,stop_gained,greenyellow,REVEL,0.312,2
PFKP,Unaffected,missense,greenyellow,REVEL,0.314,2
PFKP,Unaffected,missense,greenyellow,REVEL,0.399,2
AKR1C1,Unaffected,missense,blue,REVEL,0.16,5
GDI2,Affected,missense,greenyellow,REVEL,0.202,2
RBM17,Affected,missense,greenyellow,REVEL,0.073,2
RBM17,Affected,missense,greenyellow,REVEL,0.149,2
SEPHS1,Affected,missense,blue,REVEL,0.208,5
VIM,Unaffected,missense,magenta,REVEL,0.557,1
ABI1,Affected,missense,greenyellow,REVEL,0.119,2
ITGB1,Affected,missense,tan,REVEL,0.981,6
ITGB1,Affected,missense,tan,REVEL,0.11,6
ITGB1,Unaffected,missense,tan,REVEL,0.964,6
ITGB1,Affected,missense,tan,REVEL,0.364,6
ITGB1,Unaffected,missense,tan,REVEL,0.36,6
HNRNPF,Affected,missense,black,REVEL,0.227,3
HNRNPF,Affected,missense,black,REVEL,0.089,3
MAPK8,Affected,missense,greenyellow,REVEL,0.415,2
MAPK8,Unaffected,missense,greenyellow,REVEL,0.786,2
MAPK8,Unaffected,missense,greenyellow,REVEL,0.721,2
TFAM,Unaffected,missense,greenyellow,REVEL,0.237,2
CCDC6,Affected,missense,tan,REVEL,0.341,6
CCAR1,Affected,missense,greenyellow,REVEL,0.23,2
CCAR1,Affected,missense,greenyellow,REVEL,0.244,2
CCAR1,Affected,missense,greenyellow,REVEL,0.16,2
