Gene name	Mouse gene name	Mouse homology type	dN with Mouse	dS with Mouse	Mouse orthology confidence [0 low, 1 high]
CA7	Car7	ortholog_one2one	0.024	0.4928	1
LINC01139					
AC008171.1					
AC007736.1					
BX842568.1					
KRT18P32					
RPS6P4					
AL359704.3					
PARD3B	Pard3b	ortholog_one2one	0.084	0.4576	1
AC126178.1					
MIPEPP2					
MORC3	Morc3	ortholog_one2one	0.0931	0.7081	1
HELQ	Helq	ortholog_one2one	0.14	0.6979	1
AL583825.1					
AC079910.1					
AC084017.1					
STUM	Stum	ortholog_one2one	0.0089	0.7947	1
LINC02392					
LINC01323					
LINC01324					
PCYT1A	Pcyt1a	ortholog_one2one	0.0189	0.4787	1
AL590135.1					
AC093426.2					
TBC1D3I					
AC093426.1					
AC025263.1					
KIR2DP1					
HS3ST3A1	Hs3st3a1	ortholog_one2one	0.0645	1.1547	1
AP000240.1					
LINC00189					
OGFOD2	Ogfod2	ortholog_one2one	0.0774	0.8366	1
AC007322.1					
AC112481.2					
AC112481.1					
ARHGEF3-AS1					
KIR3DP1					
RBMY2AP					
BACH1-IT2					
AC084365.1					
LINC02822					
AC138904.2					
AC002546.1					
MAB21L4	Mab21l4	ortholog_one2one			1
NIT2	Nit2	ortholog_one2one	0.0563	0.4081	1
AP005482.3					
ITPKB-AS1					
AP005482.2					
ITPKB-IT1					
MOB1AP2					
ITPKB	Itpkb	ortholog_one2one	0.1272	0.6073	1
RBBP6	Rbbp6	ortholog_one2one	0.0619	0.6006	1
ARHGEF3	Arhgef3	ortholog_one2one	0.0404	0.5785	1
AC007322.3					
BACH1-AS1					
REG1B	Reg3a	ortholog_many2many	0.4383	1.5017	0
REG1B	Reg3d	ortholog_many2many	0.4676	1.2371	0
REG1B	Reg3g	ortholog_many2many	0.4757	1.0512	0
REG1B	Reg3b	ortholog_many2many	0.463	1.6605	0
PPT2					
FSBP	Rad54b	ortholog_one2many	0.1035	0.5269	1
GAPDHP14					
AL157938.1					
HAUS4P1					
RPIAP1					
RPS27P5					
RAD54B	Rad54b	ortholog_one2many	0.1199	0.5628	1
AL359732.1					
FAM78A	Fam78a	ortholog_one2one	0.0114	0.6521	1
LINC01833					
ANGPTL5					
LINC02192					
OFD1P8Y					
AC141846.1					
CROCC2	Crocc2	ortholog_one2one	0.2449	1.6087	1
SI	Sis	ortholog_one2one	0.1332	0.8238	1
LINC02133					
AC012354.10					
IGHV7-4-1	Ighv9-3	ortholog_many2many	0.1957	0.9308	0
IGHV7-4-1	Ighv9-1	ortholog_many2many			0
IGHV7-4-1	Ighv9-4	ortholog_many2many	0.2369	0.8441	0
IGHV7-4-1	Ighv9-2	ortholog_many2many			0
LINC02134					
IGHV2-5	Ighv8-6	ortholog_many2many	0.1907	0.7882	0
IGHV2-5	Ighv8-12	ortholog_many2many	0.1764	0.6092	1
IGHV2-5	Ighv8-2	ortholog_many2many	0.2722	0.5838	1
IGHV2-5	Ighv8-5	ortholog_many2many	0.2263	0.677	0
IGHV2-5	Ighv8-8	ortholog_many2many	0.1991	0.692	0
IGHV2-5	Ighv8-11	ortholog_many2many	0.237	0.7196	0
IGHV2-5	Ighv8-9	ortholog_many2many	0.199	0.7575	0
IGHV2-5	Ighv8-13	ortholog_many2many	0.1463	0.7763	0
IGHV2-5	Ighv8-4	ortholog_many2many	0.2458	0.6439	0
IGHVIII-5-1					
IGHVIII-5-2					
AC104809.2					
CEP126	Cep126	ortholog_one2one	0.2603	0.5718	1
AC026803.3					
C4A-AS1					
AC104809.1					
SIX3-AS1					
GORAB-AS1					
PIGN	Pign	ortholog_one2one	0.0705	0.4573	1
ACVR1C	Acvr1c	ortholog_one2one	0.035	0.6453	1
AL121776.1					
SIX3	Six3	ortholog_one2one	0.011	0.2723	1
C4A	C4b	ortholog_one2many	0.1436	0.7553	1
GAPDHP54					
AC087761.1					
GORAB	Gorab	ortholog_one2one	0.1613	0.5867	1
AL022342.1					
IGHV3-6					
IGHV3-7					
IGHV3-64D					
BCAT2	Bcat2	ortholog_one2one			1
IGHV5-10-1					
AC092468.1					
FAAH	Faah	ortholog_one2one	0.0886	0.628	1
AC080038.2					
GAP43	Gap43	ortholog_one2one	0.1097	0.2974	1
AC005304.2					
AC012354.1					
AC005304.1					
AC080038.3					
CDRT15P1					
AC005304.3					
ZNF142	Zfp142	ortholog_one2one	0.0925	0.5007	1
PKMP1					
AC005726.2					
MRC2	Mrc2	ortholog_one2one	0.0452	0.6709	1
AC005726.4					
COX10	Cox10	ortholog_one2one	0.1087	0.6499	1
NPIPB6					
AC018552.3					
SPAG5-AS1					
SPHK1	Sphk1	ortholog_one2one	0.1234	0.9731	1
AC138894.3					
AC026725.1					
AC005726.1	Spag5	ortholog_one2many	0.6332	1.4382	0
TM4SF19-TCTEX1D2	Tm4sf19	ortholog_one2many	0.1327	0.456	1
AC112173.1					
AC025188.1					
KLK3	Klk1b4	ortholog_many2many	0.4296	0.8688	0
KLK3	Klk1b11	ortholog_many2many	0.3725	1.0998	0
KLK3	Klk1b26	ortholog_many2many	0.4057	0.9706	0
KLK3	Klk1b9	ortholog_many2many	0.3866	0.9765	0
KLK3	Klk1b5	ortholog_many2many	0.3996	1.0198	0
KLK3	Klk1b22	ortholog_many2many	0.3658	1.041	0
KLK3	Klk1b1	ortholog_many2many	0.3692	1.1165	0
KLK3	Klk1b16	ortholog_many2many	0.4279	1.157	0
KLK3	Klk1	ortholog_many2many	0.3934	0.9444	0
KLK3	Klk1b3	ortholog_many2many	0.4016	0.8884	0
KLK3	Klk1b21	ortholog_many2many	0.369	1.0291	0
KLK3	Klk1b24	ortholog_many2many	0.3737	1.009	0
KLK3	Klk1b27	ortholog_many2many	0.3762	1.0756	0
KLK3	Klk1b8	ortholog_many2many	0.4316	0.9324	0
S100B	S100b	ortholog_one2one			1
F2RL2	F2rl2	ortholog_one2one	0.1948	0.7258	1
AC069257.4	Tctex1d2	ortholog_one2many	0.1813	0.525	1
LINC00924					
PIGS	Pigs	ortholog_one2one	0.0407	0.5927	1
ADGRG1	Adgrg1	ortholog_one2one	0.1141	1.0342	1
SLC51A	Slc51a	ortholog_one2one	0.0966	0.4934	1
AC104260.1					
AC104260.2					
LINC01197					
LDLRAP1	Ldlrap1	ortholog_one2one	0.0514	0.9233	1
COX10-AS1					
BCS1L	Bcs1l	ortholog_one2one	0.0328	0.3771	1
RPL7AP60					
KIF15	Kif15	ortholog_one2one	0.0735	0.5342	1
AC004217.2					
ATXN7L1	Atxn7l1	ortholog_one2one	0.0617	0.2864	1
AL358334.2					
AC233699.1					
AL606491.1					
MOB1A	Mob1a	ortholog_one2one	0	0	1
HSFY5P					
HECTD4	Hectd4	ortholog_one2one	0.0144	0.5429	1
AC090699.2					
TM4SF19-AS1					
USP9YP17					
AC080038.4					
PRPSAP1	Prpsap1	ortholog_one2one	0.0124	0.496	1
AC096996.3					
AC096996.1					
CYCSP23					
LINC02023					
LY6G6C					
ENPP2	Enpp2	ortholog_one2one	0.0284	0.5549	1
GPATCH1	Gpatch1	ortholog_one2one	0.0867	0.6404	1
NTN1	Ntn1	ortholog_one2one	0.0032	0.9511	1
AC005726.3					
SLITRK3	Slitrk3	ortholog_one2one	0.0195	0.4728	1
AC104260.3					
AC027013.1					
SLC13A2	Slc13a2	ortholog_one2one	0.132	0.8601	1
MPIG6B					
PSEN2	Psen2	ortholog_one2one	0.0179	0.7452	1
AC005695.1					
IGHV3-11					
AC073263.3					
IGHVIII-11-1					
AC073263.2					
AC012354.2					
PRMT7	Prmt7	ortholog_one2one	0.08	0.7427	1
IGHV1-12					
AC016252.1					
PIP4P2	Pip4p2	ortholog_one2one	0.0167	0.3863	1
IGHV3-13					
CLDN18	Cldn18	ortholog_one2one	0.0908	0.7975	1
AC083822.1					
IGHVIII-13-1					
TSPY2					
SIX2	Six2	ortholog_one2one	0.004	0.6889	1
AL157938.4					
BCHE	Bche	ortholog_one2one	0.1182	0.8131	1
CDY12P					
AC005099.1					
PLPP7	Plpp7	ortholog_one2one			1
AC083906.4					
UBXN7	Ubxn7	ortholog_one2one	0.0103	0.38	1
HSPA5	Hspa5	ortholog_one2one	0.007	0.3553	1
AC087439.1					
REG1A	Reg1	ortholog_one2many	0.1654	0.6716	1
REG1A	Reg2	ortholog_one2many	0.2154	0.7967	0
FAAHP1					
AC087632.2	Pclaf	ortholog_one2many	0.0929	0.412	1
AMD1	Amd2	ortholog_one2many	0.0095	0.1594	0
AMD1	Amd1	ortholog_one2many	0.0082	0.1574	1
FOXN1	Foxn1	ortholog_one2one	0.0714	0.5407	1
LINC01322					
LINC01398					
DHRS9	Dhrs9	ortholog_one2one	0.0799	0.4085	1
TSPYL2	Tspyl2	ortholog_one2one	0.1679	0.6207	1
ELOCP15					
AC005695.3					
AC004217.1					
PRY2					
KRT8P36					
LNP1	Lnp1	ortholog_one2one	0.2462	0.4956	1
DZIP1L	Dzip1l	ortholog_one2one	0.1307	0.615	1
UNC119	Unc119	ortholog_one2one	0.0399	0.4906	1
AC007359.1					
TOMM70	Tomm70a	ortholog_one2one	0.0409	0.4531	1
UBXN7-AS1					
TTTY6B					
AC117490.1					
LINC00942					
REG1CP					
AC117490.2					
RNF168	Rnf168	ortholog_one2one	0.2479	0.6077	1
MYL6					
MTND4P17					
DXO	Dxo	ortholog_one2one	0.0552	0.5159	1
MTND4LP10					
SLC6A3					
MTND3P7					
CNKSR3	Cnksr3	ortholog_one2one	0.0402	0.649	1
PRRT1					
MTCO3P38					
MCUR1P2					
SMCO1	Smco1	ortholog_one2one	0.1444	0.5781	1
AC104629.1					
AP1G1	Ap1g1	ortholog_one2one	0.0035	0.2562	1
LINC01326					
AC096554.1					
SPATA12					
FAM221B	Fam221b	ortholog_one2one	0.3304	0.4941	0
PCLAF	Pclaf	ortholog_one2many	0.0929	0.412	1
TMEM42	Tmem42	ortholog_one2one	0.1005	0.5876	1
AC072046.2					
PSAT1P4					
AC092933.1					
AC072046.1					
AC097358.2					
RPS29P3					
NR1H4	Nr1h4	ortholog_one2one	0.0375	0.7254	1
CBX1P5					
AC069439.2					
LINC02514					
AC139019.1					
ASAP1-IT2					
AC069439.1					
AC009682.1					
RBMY1F	Gm21708	ortholog_many2many			0
RBMY1F	Gm10256	ortholog_many2many			0
RBMY1F	Gm10352	ortholog_many2many			0
RBMY1F	Gm21677	ortholog_many2many			0
RBMY1F	Gm4064	ortholog_many2many			0
RBMY1F	Gm21693	ortholog_many2many			0
RBMY1F	Gm29289	ortholog_many2many	0.3212	0.5566	0
RBMY1F	Gm21704	ortholog_many2many			0
RBMY1F	Gm3376	ortholog_many2many			0
RBMY1F	Rbmy	ortholog_many2many			0
PMF1-BGLAP					
PPIAP74					
AL133410.3					
ASAP1	Asap1	ortholog_one2one	0.0189	0.3907	1
AC092669.1					
TMEM8B	Tmem8b	ortholog_one2one	0.0184	0.4815	1
LINC01873					
AC135782.3					
LINC00304					
ZNF324	Zfp324	ortholog_many2many	0.1877	0.9462	1
VPS37D	Vps37d	ortholog_one2one	0.0217	0.5249	1
WDR53	Wdr53	ortholog_one2one	0.089	0.5094	1
BGLAP	Bglap3	ortholog_one2many	0.2433	1.4525	1
BGLAP	Bglap2	ortholog_one2many	0.2264	1.4683	1
BGLAP	Bglap	ortholog_one2many	0.2496	1.5168	1
LINC02601					
CXorf56	C330007P06Rik	ortholog_one2one	0.0021	0.4221	1
AL354855.1					
ACSF3	Acsf3	ortholog_one2one	0.124	0.712	1
AL391647.1					
AL162399.1					
AL023495.1					
AC007556.1					
AL357075.2					
PAQR6	Paqr6	ortholog_one2one	0.3165	76.9014	0
SLC27A5	Slc27a5	ortholog_one2one	0.1948	0.7523	1
KCNE3	Kcne3	ortholog_one2one	0.0365	0.6262	1
MAPK15	Mapk15	ortholog_one2one	0.1933	0.8639	1
TRIM9	Trim9	ortholog_one2one	0.0108	0.5568	1
FBXO45	Fbxo45	ortholog_one2one	0.0185	0.2896	1
CSNK1G1	Csnk1g1	ortholog_one2one	0.0312	0.268	1
ZBBX	Zbbx	ortholog_one2one	0.2906	0.6289	0
OPRM1	Oprm1	ortholog_one2one	0.0534	0.8459	1
AC092933.2					
IGHV1-14					
LINC01063					
AC093702.1					
IGHV3-15	Ighv7-2	ortholog_many2many	0.2712	0.5318	0
IGHV3-15	Ighv7-3	ortholog_many2many	0.2041	0.4222	1
IGHV3-15	Ighv7-1	ortholog_many2many	0.262	0.5665	0
IGHV3-15	Ighv7-4	ortholog_many2many	0.2123	0.5607	0
STK19	Stk19	ortholog_one2one	0.0877	0.6959	1
RPS29P11					
IGHVII-15-1					
AC012313.9					
IGHV3-16					
AC092436.2					
ZNF446	Zfp446	ortholog_one2one	0.2902	1.0783	0
IGHVIII-16-1					
CYCSP27					
RPS27AP13					
SARS2	Sars2	ortholog_one2many	0.0867	0.6256	1
AC099521.3					
IGHV1-17					
AC020978.1					
SLC20A1P2					
AP001085.1					
HINT2	Hint2	ortholog_one2one	0.084	0.4399	1
RGS20	Rgs20	ortholog_one2one	0.2511	0.7812	1
AL591770.1					
AP001372.3					
SMPD3	Smpd3	ortholog_one2one	0.0446	0.6693	1
AL358334.4					
WDR88	Wdr88	ortholog_one2one	0.2224	0.8222	0
AP001372.1					
AC009236.1					
HNRNPA1P40					
LINC01121					
AC009070.1					
AP001372.4					
PGM2L1	Pgm2l1	ortholog_one2one	0.0314	0.4026	1
AC105219.2					
AC093833.1					
AC009236.2					
LINC01483					
MTND4P9					
TSPY23P					
CENPN	Cenpn	ortholog_one2one	0.2391	0.66	1
AC067931.1					
IGHV1-18					
AC067931.2					
RBMY2UP					
AC012313.7					
RBMY1KP					
AC002545.1					
AGO2	Ago2	ortholog_one2one	0.0036	0.5641	1
AC087439.2					
IGHV3-19					
TTTY5					
MTND4LP22					
OR13E1P					
TSPY22P					
AC247036.1					
LINC01497					
MTND3P5					
FAM197Y9					
IGHV3-20					
MTCO3P44					
CU633846.1					
IGHV3-21					
CEP19	Cep19	ortholog_one2one	0.0831	0.7275	1
AC012491.1					
IGHV3-22					
RPS5P7					
AC013404.1					
NRROS	Nrros	ortholog_one2one	0.1077	0.8265	1
AC005208.1					
PGM3	Pgm3	ortholog_one2one	0.0767	0.6806	1
CPA5	Cpa5	ortholog_one2one	0.0904	0.6216	1
KCNJ16	Kcnj16	ortholog_one2one	0.0417	0.8239	1
PPP4R1	Ppp4r1	ortholog_one2one	0.0743	0.5572	1
LINC00901	Gm27717	ortholog_one2one			0
TUSC7					
MEIS1	Meis1	ortholog_one2one	0.019	0.1644	1
KLHL4	Klhl4	ortholog_one2one	0.0841	0.527	1
AC005821.2					
AC005821.1					
OTUD6B	Otud6b	ortholog_one2one	0.0811	0.4859	1
PIGX	Pigx	ortholog_one2one	0.1303	0.5	1
A4GNT	A4gnt	ortholog_one2one	0.1691	0.7876	1
MARCHF10	March10	ortholog_one2one	0.2349	0.5099	1
LSAMP	Lsamp	ortholog_one2one	0.0083	0.2293	1
AC023049.1					
LINC01028					
LINC01327					
DNAJC30	Dnajc30	ortholog_one2one	0.1771	1.5497	1
AC034102.5					
DBR1	Dbr1	ortholog_one2one	0.0794	0.6906	1
AC010605.1					
AC073896.4					
AC113194.1					
FBXO17	Fbxo17	ortholog_one2one	0.0869	0.8326	1
MYL6B	Myl6b	ortholog_one2one	0.0403	0.3892	1
OTUD6B-AS1					
BUD23	Bud23	ortholog_one2one	0.1116	0.5624	1
PMF1	Pmf1	ortholog_one2one	0.3266	0.9948	1
LINC00903					
AC133480.1					
LINC02138					
BZW1P2					
PTMAP8					
AC090503.2					
AC092718.4					
LSAMP-AS1					
AC092718.2					
CDH15	Cdh15	ortholog_one2one	0.0775	1.0462	1
AC090503.1					
LINC02444					
AC092718.6					
LINC02024					
AC007342.2					
AC011455.2	Sars2	ortholog_one2many	0.114	0.79	1
DMC1	Dmc1	ortholog_one2one	0.0146	0.3668	1
ARLNC1					
AC087879.1					
FBXO27	Fbxo27	ortholog_one2one	0.1233	0.6745	1
AC092691.3					
AC008067.1					
AC092691.1					
AC092691.2					
SLC22A31					
AC112721.1					
AC015813.4					
AC112721.2					
AC010975.2					
AARSD1	Gm27029	ortholog_many2many	0.0659	0.4715	1
AARSD1	Aarsd1	ortholog_many2many	0.0526	0.4694	1
AC016716.2					
SMARCC2	Smarcc2	ortholog_one2one	0.0163	0.3714	1
AC136188.1					
CTNNA2-AS1					
AC009113.1					
AC090502.2					
PAK2	Pak2	ortholog_one2one	0.0135	0.4831	1
LINC02394					
ERVK9-11					
LYST-AS1					
LDHAP2					
MRPS12	Mrps12	ortholog_one2one			1
AC090502.3					
PLXNB1	Plxnb1	ortholog_one2one	0.0724	0.4899	1
VEZF1	Vezf1	ortholog_one2one	0.0067	0.1926	1
VENTXP3					
LINC02445					
LRRTM1	Lrrtm1	ortholog_one2one	0.0138	0.5088	1
LYST	Lyst	ortholog_one2one	0.0788	0.4954	1
AC090502.1					
AC090015.1					
ZNF778	Zfp763	ortholog_one2many			0
SERPINI2	Serpini2	ortholog_one2one	0.1333	0.5673	1
AC011455.6					
AC015813.7					
AHCYP3					
RPSAP15					
IGHVII-22-1					
AC011754.1					
IGHVIII-22-2					
PRKCD	Prkcd	ortholog_one2one	0.0473	0.7864	1
Z83818.1					
Z83818.2					
AC068535.1					
AP001381.1					
MEIS1-AS2					
AC015574.1					
MEIS1-AS3					
LINC01831					
AC009113.2					
ERICD					
Z84721.2					
AC007342.3					
AC012459.1					
AC068535.2					
AC087260.1					
AC007342.4					
IGHV3-23					
CTNNA2	Ctnna2	ortholog_one2one	0.0005	0.4755	1
AHCYL1	Ahcyl1	ortholog_one2one	0	0	1
AC007342.5					
HBA2	Hba-a2	ortholog_many2many	0.0816	1.342	0
HBA2	Hba-a1	ortholog_many2many	0.0813	1.3357	1
SENP5	Senp5	ortholog_one2one	0.0992	0.2931	1
SOX5	Sox5	ortholog_one2one	0.0149	0.4182	1
IGHV1-24	Ighv1-7	ortholog_many2many	0.3224	0.5398	0
IGHV1-24	Ighv1-85	ortholog_many2many	0.3086	0.5493	0
IGHV1-24	Ighv1-80	ortholog_many2many	0.2978	0.5397	0
IGHV1-24	Ighv1-39	ortholog_many2many	0.3133	0.5622	0
IGHV1-24	Ighv1-84	ortholog_many2many	0.3006	0.5606	0
IGHV1-24	Ighv1-62-2	ortholog_many2many	0.3189	0.6657	0
IGHV1-24	Ighv1-74	ortholog_many2many	0.2455	0.5309	0
IGHV1-24	Ighv14-2	ortholog_many2many	0.2304	0.8267	0
IGHV1-24	Ighv1-62-1	ortholog_many2many	0.3623	0.6758	0
IGHV1-24	Ighv1-47	ortholog_many2many	0.316	0.6083	0
IGHV1-24	Ighv1-15	ortholog_many2many	0.3033	0.5254	0
IGHV1-24	Ighv1-24	ortholog_many2many	0.4106	0.6506	0
IGHV1-24	Ighv1-64	ortholog_many2many	0.2856	0.5281	0
IGHV1-24	Ighv1-63	ortholog_many2many	0.3479	0.427	0
IGHV1-24	Ighv1-4	ortholog_many2many	0.3115	0.5541	0
IGHV1-24	Ighv1-76	ortholog_many2many	0.3202	0.5021	0
IGHV1-24	Ighv1-53	ortholog_many2many	0.2684	0.4972	0
IGHV1-24	Ighv1-59	ortholog_many2many	0.2682	0.5221	0
IGHV1-24	Ighv1-20	ortholog_many2many	0.3079	0.6508	0
IGHV1-24	Ighv1-42	ortholog_many2many	0.3366	0.4997	0
IGHV1-24	Ighv1-12	ortholog_many2many	0.3016	0.6233	0
IGHV1-24	Ighv14-1	ortholog_many2many	0.239	0.8037	0
IGHV1-24	Ighv1-55	ortholog_many2many	0.2829	0.4641	0
IGHV1-24	Ighv1-50	ortholog_many2many	0.2432	0.5901	0
IGHV1-24	Ighv15-2	ortholog_many2many	0.3873	0.7952	0
IGHV1-24	Ighv1-69	ortholog_many2many	0.2575	0.5274	0
IGHV1-24	Ighv1-36	ortholog_many2many	0.306	0.4611	0
IGHV1-24	Ighv1-72	ortholog_many2many	0.28	0.5245	0
IGHV1-24	Ighv1-31	ortholog_many2many	0.3001	0.5897	0
IGHV1-24	Ighv1-11	ortholog_many2many	0.3232	0.8152	0
IGHV1-24	Ighv1-82	ortholog_many2many	0.2901	0.597	0
IGHV1-24	Ighv14-3	ortholog_many2many	0.2832	0.8028	0
IGHV1-24	Ighv1-75	ortholog_many2many	0.3215	0.5452	0
IGHV1-24	Ighv1-66	ortholog_many2many	0.2948	0.5845	0
IGHV1-24	Ighv1-54	ortholog_many2many	0.3221	0.6171	0
IGHV1-24	Ighv1-78	ortholog_many2many	0.3101	0.5218	0
IGHV1-24	Ighv1-58	ortholog_many2many	0.3658	0.5342	0
IGHV1-24	Ighv14-4	ortholog_many2many	0.2665	0.8076	1
IGHV1-24	Ighv1-22	ortholog_many2many	0.2964	0.5546	0
IGHV1-24	Ighv1-34	ortholog_many2many	0.2971	0.4852	0
IGHV1-24	Ighv1-16	ortholog_many2many	0.3864	0.734	0
IGHV1-24	Ighv1-61	ortholog_many2many	0.2732	0.5936	0
IGHV1-24	Ighv1-77	ortholog_many2many	0.3127	0.4515	1
IGHV1-24	Ighv1-56	ortholog_many2many	0.3192	0.6447	0
IGHV1-24	Ighv1-37	ortholog_many2many	0.3282	0.6257	0
IGHV1-24	Ighv1-5	ortholog_many2many	0.3256	0.7585	0
IGHV1-24	Ighv1-49	ortholog_many2many	0.358	0.8572	0
IGHV1-24	Ighv1-71	ortholog_many2many	0.3129	0.6666	0
IGHV1-24	Ighv1-52	ortholog_many2many	0.2728	0.5746	0
IGHV1-24	Ighv1-19	ortholog_many2many	0.2873	0.5205	0
IGHV1-24	Ighv1-18	ortholog_many2many	0.2937	0.4317	0
IGHV1-24	Ighv1-26	ortholog_many2many	0.286	0.5237	0
IGHV1-24	Ighv1-43	ortholog_many2many	0.3182	0.5436	0
IGHV1-24	Ighv1-81	ortholog_many2many	0.3425	0.4929	0
IGHV1-24	Ighv1-62-3	ortholog_many2many	0.2911	0.5051	0
IGHV1-24	Ighv1-23	ortholog_many2many	0.2907	0.5246	0
IGHV1-24	Ighv1-67	ortholog_many2many	0.2977	0.4277	0
IGHV1-24	Ighv1-9	ortholog_many2many	0.3111	0.5193	0
GNS	Gns	ortholog_one2one	0.0446	0.748	1
AC007342.8					
HOMER2P2					
AC007342.9					
HMGN2P35					
AL357515.1					
ATMIN	Atmin	ortholog_one2one	0.1237	0.6193	1
LCOR					
AC127496.1					
PTGES3L-AARSD1	Gm27029	ortholog_many2many	0.0503	0.4978	1
PTGES3L-AARSD1	Aarsd1	ortholog_many2many	0.0654	0.4844	1
AC092718.5					
RPTOR	Rptor	ortholog_one2one	0.0158	0.8191	1
AC092718.3	Gcsh	ortholog_one2many	0.2584	0.6629	1
LINC01102					
EML2	Eml2	ortholog_one2one	0.0271	0.6459	1
GDPD2	Gdpd2	ortholog_one2one	0.0952	0.3454	1
ITIH2	Itih2	ortholog_one2one	0.0961	0.6341	1
AC010653.3					
CMC2	Cmc2	ortholog_one2one	0.1114	0.7835	1
AC016949.1					
WDR49	Wdr49	ortholog_one2one	0.1403	0.5015	1
AL445220.1					
AC012409.4					
LINC02157					
AC012409.2					
AL357075.4					
AC024337.2					
NR2F2-AS1					
STX1A	Stx1a	ortholog_one2one	0.0097	0.9028	1
IPCEF1	Ipcef1	ortholog_one2one	0.117	0.6156	1
TSPY11P					
AC010200.2					
TMEM45A	Tmem45a2	ortholog_one2many	0.4183	0.6459	0
TMEM45A	Tmem45a	ortholog_one2many	0.2479	0.7234	1
AL139398.1					
LINC01103					
NCBP2	Ncbp2	ortholog_one2one	0.0087	0.4626	1
SLC45A3	Slc45a3	ortholog_one2one	0.0484	0.5083	1
HBA1	Hba-a2	ortholog_many2many	0.0816	1.342	0
HBA1	Hba-a1	ortholog_many2many	0.0813	1.3357	1
CCDC81	Ccdc81	ortholog_one2one	0.1198	0.4889	1
LRRC45	Lrrc45	ortholog_one2one	0.0887	0.929	1
PSMC5	Psmc5	ortholog_one2one	0	0	1
AC012409.1					
AC016251.1					
SLC16A14	Slc16a14	ortholog_one2one	0.0706	0.8665	1
NR2F2	Nr2f2	ortholog_one2one	0	0	1
NUCKS1	Nucks1	ortholog_one2one	0.0209	0.4281	1
HBQ1	Hbq1a	ortholog_one2many			1
HBQ1	Hbq1b	ortholog_one2many			0
Z69706.1					
AC013402.2					
NCBP2-AS1					
NCBP2AS2	0610012G03Rik	ortholog_one2one	0.1615	1.7852	1
AC012409.3					
AC012409.5					
AC024337.1					
TTC37	Ttc37	ortholog_one2one	0.085	0.4943	1
PIGZ					
FAM83H	Fam83h	ortholog_one2one	0.0672	1.3	1
LINC00226					
HMGN1P8					
CENPX					
IGHV3-25					
IGHVIII-25-1					
PDCD10	Pdcd10	ortholog_one2one	0.0022	0.2311	1
IGHV2-26	Ighv8-6	ortholog_many2many	0.2234	0.7244	0
IGHV2-26	Ighv8-12	ortholog_many2many	0.2125	0.6698	1
IGHV2-26	Ighv8-2	ortholog_many2many	0.2705	0.6184	0
IGHV2-26	Ighv8-5	ortholog_many2many	0.2238	0.7318	0
IGHV2-26	Ighv8-8	ortholog_many2many	0.219	0.7306	0
IGHV2-26	Ighv8-11	ortholog_many2many	0.2409	0.7531	0
IGHV2-26	Ighv8-9	ortholog_many2many	0.2362	0.6761	0
IGHV2-26	Ighv8-13	ortholog_many2many	0.1746	0.7933	0
IGHV2-26	Ighv8-4	ortholog_many2many	0.2999	0.6353	0
C16orf46	1700030J22Rik	ortholog_one2one	0.331	0.7083	1
AC011322.1					
AC010975.1					
IGHVIII-26-1					
RPSAP69					
IGHVII-26-2					
IGHV7-27					
IQANK1	Iqank1	ortholog_one2one	0.1222	1.2805	1
AC006335.2					
IGHV4-28	Ighv3-8	ortholog_many2many	0.2421	0.9142	0
IGHV4-28	Ighv3-6	ortholog_many2many	0.2442	1.0723	0
IGHV4-28	Ighv3-3	ortholog_many2many	0.2479	1.0498	1
IGHV4-28	Ighv3-5	ortholog_many2many	0.2692	0.9292	0
IGHV4-28	Ighv3-4	ortholog_many2many	0.2767	0.8256	0
IGHV4-28	Ighv3-1	ortholog_many2many	0.2416	1.1701	0
IGHV4-28	Ighv12-3	ortholog_many2many	0.2685	1.0398	0
REG3A					
AL136363.1					
PTGES3	Ptges3	ortholog_one2one	0.0075	0.3431	1
IGHVII-28-1					
AC092718.1					
DOP1A	Dop1a	ortholog_one2one	0.0339	0.4078	1
AC092718.8	Gcsh	ortholog_one2many	0.2687	0.6926	1
AC105219.4					
GCSH	Gcsh	ortholog_one2many	0.1291	0.5109	1
KCNJ2-AS1					
KCNJ2	Kcnj2	ortholog_one2one	0.0065	0.6509	1
AC026748.2					
SRBD1	Srbd1	ortholog_one2one	0.1085	0.5782	1
LINC01511					
CALM2P1					
MTCO2P32					
SRSF1	Srsf1	ortholog_one2many	0	0	1
AC005695.2					
STX8	Stx8	ortholog_one2one	0.0345	0.4357	1
AC127496.3					
RPL31P7					
AC016716.1					
AC011754.2					
AC016245.1					
MELTF	Meltf	ortholog_one2one	0.0896	0.8851	1
AC127496.4					
PRRG2	Prrg2	ortholog_one2one	0.1101	0.7162	1
RBMY2FP					
AC016245.2					
TTTY25P					
AC068633.2					
AC068633.1					
GLDCP1					
IGHV3-32					
CDRT15					
RPS29P31					
AL590133.1					
PAICS	Paics	ortholog_one2one	0.0251	0.6019	1
AL590133.2					
MAN1C1	Man1c1	ortholog_one2one	0.0564	0.8745	1
AC099521.4					
GTF3C6	Gtf3c6	ortholog_one2one	0.1946	0.8887	1
AC015813.2	Srsf1	ortholog_one2many	0.064	0.4041	1
AC099521.2					
SETDB1	Setdb1	ortholog_one2one	0.0408	0.4022	1
RPL35AP33					
AC015813.5					
AC015813.1					
TSPY21P					
PTGES3L	Ptges3l	ortholog_one2one	0.2518	1.3975	1
