Gene,GRAVY_Score
ZIM2,-0.0688
MROH8,-0.0688
RABGGTA,0.1983
SPAM1,0.5987
MPP6,-0.0688
ZNHIT3,0.2857
RPS19,-0.0912
PEX12,-0.0747
HAS3,0.0432
KAT2A,-0.7000
COMP,-0.0688
DUSP3,-0.2311
EHD4,-0.0688
PPP2CB,-1.1128
PDCD5,-1.0862
HSDL1,0.2378
SFRP1,-0.4916
ALDH3A1,-0.2702
NUFIP2,-2.1058
AIMP2,-0.4417
SCG3,-0.6491
TMEM147,-0.0871
CNOT3,-0.0688
TFR2,-0.2094
CHMP5,-0.0688
RASD1,-0.5205
CCL17,-0.0957
METRN,-0.0688
MMP15,-0.3781
C14orf166B,-0.5374
MRPL27,-0.0688
NXT2,-0.3577
KAT8,-0.4274
C19orf53,-0.9229
EVX1,-0.7368
PYCRL,-0.0688
CMC2,-0.7833
WFDC1,-0.0688
CYP26A1,-0.2194
EMC2,-0.7152
NAMPT,-0.8602
ATE1,-0.6605
CCDC113,-0.0688
PTK6,-0.4066
PLA2G15,-0.0601
GIT1,-0.7201
TTC31,-0.0688
MRPL34,-0.0688
ALOX12,-0.5442
RAB38,-0.3971
TBCC,-0.5777
RRBP1,-1.3694
GNG11,-0.9781
SLC6A7,0.5251
TAS2R9,0.9119
MSANTD2,-0.1755
DHX40,-0.2341
NAGK,-0.0190
HVCN1,-1.0628
VCY,-1.2344
TCEAL3,-0.0688
FFAR2,-0.0688
GNB4,-0.6810
APC2,-0.3127
PRRX1,-0.9000
CREBL2,-0.0688
TUBGCP6,-0.0688
PGF,-0.4035
CLEC2B,-0.4325
DHX29,-0.6245
SELL,-0.0688
SSPN,0.6942
EFCAB4B,-1.0812
MYF5,-0.6043
ATP5S,-0.0688
NT5C1A,-0.4258
APOL5,-0.3028
RNF114,-0.4197
AGO3,-0.0688
RAB9A,-0.4343
UROD,-0.0688
ALLC,-0.0688
EIF1B,-0.0688
CCDC77,-1.0111
TAS2R5,0.5903
PRKCSH,-0.0935
PLAGL2,-0.4468
UBA2,0.5722
ITPR2,-0.2595
NALCN,-0.0688
PPP1R8,-0.0688
RBP1,-0.3732
SLC5A9,0.4942
AARS2,-0.0688
FAM98A,-0.0688
SART3,-0.6864
SAFB2,-0.8831
IL4,-0.0688
BHLHE41,-0.0688
MYOG,-0.6469
UNC93B1,0.0425
HPR,-0.0688
CHPF,-0.2445
IAPP,0.1468
SYMPK,0.0599
CCDC117,-0.2903
RNF170,0.8778
RBMY1J,-0.0688
ELN,-0.0688
TAS2R7,0.6626
WDR83,-0.4014
UBE4A,-0.2446
ARHGDIB,-0.6390
CYP27B1,-0.1631
MBD4,-0.7119
RNF103,-0.0688
LAMA4,-0.4132
KLK9,-0.0187
LANCL1,-0.8415
PRSS16,0.3152
TCF15,-0.4191
TNFSF9,0.2252
PAPOLG,-0.0688
AIF1L,-0.0688
LILRA6,-0.3675
TCEANC2,-0.0688
PSPN,-0.2439
AAMP,-0.0688
SYT10,-0.0688
BCL2L12,-0.4871
KCNJ2,-0.0845
ACOT13,0.1051
NAV3,-0.6043
ZNF259,-0.0688
MAGEC2,-0.2244
MIF4GD,-0.1107
FLRT1,-0.1509
LUC7L3,-1.8084
ASF1A,-0.0688
FMO6P,-0.0938
HES1,-0.0688
RAB7L1,-0.1667
TNFSF14,0.0129
CLPP,-0.1116
RFPL2,-0.0688
HLA-DOA,0.0279
KLRK1,-0.0688
WARS2,-0.1808
TMX4,0.2838
DHRS2,0.2832
SMIM8,-0.5592
PRAMEF2,0.0357
ZKSCAN3,-0.8879
IVD,-0.1967
TFEB,-0.0688
OR5V1,-0.0688
TNFSF10,-0.0688
TBPL2,-0.6864
BBS2,-0.1846
SIGLEC9,-0.0020
EEPD1,-0.0688
ARHGAP40,-0.3704
BCL6,-0.0688
PVRL2,-0.2339
FAM110A,-0.5128
PMPCB,-0.0688
PLEKHB2,-0.2770
ALKBH7,-0.1869
CPS1,-0.0783
RFPL3,-0.1767
APOA5,-0.5660
CXCR4,-0.0688
SPP1,-1.1311
GJA8,-0.2882
TAS2R10,0.7293
BCL2L2,-0.3208
FZD3,0.9229
TRIM51,-0.3940
CENPA,-0.0688
KIAA0087,-0.4754
PRKAG3,0.2790
CLEC11A,-0.6227
CLTA,-0.7349
LMAN1,-0.0688
LNPEP,-0.0688
NARFL,0.0604
NUDCD1,-0.1241
FAM155B,-0.3521
SCRN1,-0.0688
FAM149B1,-0.0688
ATXN1,-0.0688
PDGFRL,-0.0688
DAZL,-0.2637
HBA2,-0.0688
CDC7,-0.0688
SNRPC,-0.0688
SGPP1,0.2592
SMO,-0.0688
RNF39,-0.2657
PPP2R5D,-0.3864
SLC17A1,0.7102
EMC6,0.7318
HOXA7,-0.0600
THAP10,-0.7968
NEU1,-0.0688
FYN,-0.6407
SLURP1,0.2019
SLC15A3,0.9372
SGK1,-0.4331
LILRA1,-0.0688
CAPRIN2,-0.4074
NCF4,-0.1831
IRF5,-0.9066
INSL4,-0.3122
SLC1A4,0.4842
ZNF232,-0.8949
TUBBP1,-0.0688
LILRA2,-0.2650
VEGFA,-0.7042
COX7C,0.0643
VDR,-0.1755
PMFBP1,-0.0688
BMP4,-0.6793
GCLC,-0.6627
GPR126,-0.0942
CSMD2,-0.0688
KIF6,-0.6331
HSPA2,-0.0688
PHTF2,-0.0688
ARL2,-0.2987
LTBR,-0.4628
INTS2,0.5873
METTL25,-0.2130
ARPC3,-0.5155
EAPP,-1.0902
SLC39A14,0.1449
GPLD1,-0.0688
AKAP3,-0.0688
ECSIT,-0.3514
MAPRE3,-0.0688
NEUROG3,-0.6598
KRT5,-0.0129
TUBG2,-0.0688
C3orf14,-0.0688
TNFSF11,-0.4557
ZNF141,-0.7025
MMP24,-0.5620
MLX,-0.8673
CASP8AP2,-0.0688
ENPP5,-0.0688
LRFN3,-0.0688
GLI1,-0.7680
HCST,0.6370
IRF1,-0.7415
CCDC86,-1.6596
PEX6,0.0469
TTC21B,-0.4921
AICDA,-0.3909
HOXD10,-0.0688
GFER,-0.0688
COLGALT1,-0.4959
TICAM1,-0.4198
SF1,-0.7548
AFTPH,-0.0688
TCP11,-0.7875
RP11-467L20.10,-0.0688
STATH,-0.0688
C22orf24,-0.1449
NR5A2,-0.3725
PPP4R1L,-0.1810
RDH10,0.3435
MAX,-1.1024
FBXO9,-0.7076
IL18R1,-0.0688
FCGR2B,-0.0688
CORO7,-0.2839
C4BPB,-0.0688
ACTR5,-0.4231
CTSC,0.1156
ACVR2A,-0.1531
UNC93A,0.6493
TSG101,-0.0333
CD93,-0.3397
WDR18,-0.0873
ANAPC15,-0.7892
HELLS,-0.0688
HEMK1,-0.0688
COL21A1,-0.5063
FILIP1,-0.0688
BTNL8,-0.4104
FGFR1OP2,-0.7433
DNPH1,-0.4329
SALL1,-1.5324
SGIP1,-0.1880
ZNF468,0.0111
OR7C1,0.7359
YLPM1,-1.1211
APOB,-0.2477
RAF1,-0.4448
CPSF3,-0.0688
CARD10,-0.0688
MYH13,-0.7980
PTK7,-0.4027
RAD51AP1,-1.6824
C19orf80,-0.4788
WFDC3,-0.0688
ZC3H14,-0.7833
ENO2,-0.0494
SH2D3A,-0.6303
ATP6V0B,0.8977
TPI1,-0.1894
BAI3,0.5703
MAST1,-0.4965
SKIV2L2,-0.2481
GHRH,-0.4280
MORC1,-0.5274
NR1D1,-0.4866
GPRC5D,1.1192
CCDC70,-1.0155
SNRPA,-0.4445
C22orf23,-0.5658
TGFB3,-0.5919
ACYP1,-0.1903
HIF3A,-0.3889
RP4-763G1.2,-0.0688
VIL1,-0.3266
VGF,-0.9852
FBXO24,-0.4919
ADAT2,-0.3958
PRDM2,-1.1000
ACTR8,-0.0688
ZC2HC1C,-0.9708
KRT13,-0.4773
LEPRE1,-0.0688
YIPF4,-0.0688
SUGP1,-1.0667
NRK,0.0325
IGFLR1,1.6875
SCGB2A2,-0.0433
B9D2,-0.0688
INF2,-0.0688
SNRNP27,-0.0688
VCY1B,-1.2344
MAD2L2,0.1102
CPNE5,-0.0688
SIRT2,-0.0688
ENDOU,-0.0688
IL12B,-0.4390
DAD1,0.6082
OR2B6,0.7000
POLR3B,-0.4171
DHRS11,-0.1923
CTAG2,-0.6124
MC3R,0.9353
MOB4,-0.0688
NECAB3,-0.4724
ARMCX5,-0.5789
CRIPT,-0.0688
SIX1,-0.0688
HARS2,-0.5232
PCDHB15,-0.1860
PINLYP,0.0363
TDRD1,-0.1492
TMEM55B,0.3802
PAIP2B,-1.1593
KRT31,-0.5469
HSD17B8,-0.0688
COIL,-0.3459
FKBP9,-0.2412
CDADC1,-0.5072
EEF1B2,-0.0688
CAMSAP2,-0.0688
ACOT2,-0.0688
BBS9,-0.0688
SDF2L1,-0.0688
FBXL12,0.1341
ARMC4,-0.0789
MVK,0.1199
LIF,-1.1830
KNSTRN,-0.7954
GATC,0.0355
TNNT2,-1.8844
PIN1,-1.0228
IL23A,-0.0963
KLHL18,-0.0688
DHDDS,-0.6300
HSD3B1,-0.0537
SNX4,-0.6089
FBXO44,-0.8918
DMXL2,-0.3807
NUP85,-0.0945
SP140L,-0.9163
KRT35,-0.4451
APOA1,-0.7527
TYRL,-0.0688
GSTT1,-0.0443
HIST1H2BG,-0.7381
BCL9,-0.0688
WBP1,-0.0688
ISLR,0.0104
C17orf53,-0.3624
TMEM159,-0.9500
PCNX,0.2227
PRPH2,-0.0595
FUT5,-0.3326
FAM120B,-0.4243
ART4,0.5585
SLC4A9,0.1431
NME2P1,-0.0688
MCEE,-0.1161
MSTO1,-0.3782
NFYB,-0.5885
UGT2A3,-0.1349
IFI35,-0.1552
SEMA3G,-0.2296
PCGF1,-0.0688
ORMDL2,0.4126
SOX9,-1.0075
MRPS2,-0.1737
ID2,-0.0688
VAX2,-0.6824
ATP6V1B1,-0.0454
NDUFA13,-0.5432
DSTN,-0.2189
DYNLL1,-0.7702
ORC2,-0.0688
PARP2,-0.4114
IFT43,-0.6250
MLLT1,-0.0688
NEDD8,-0.0688
RPS12,-0.0688
IL13RA2,-0.0688
INHBA,-0.0688
IRX4,-0.0688
RARRES1,-0.4772
GAPDH,-0.0688
SOX15,-0.9579
CNTRL,-0.9827
GSC,-0.5844
PSG4,-0.0750
PITHD1,-0.9529
SLC27A1,-0.0953
DNAJB9,-0.0688
XPO7,0.2485
ABCC10,-0.4008
SLC30A3,-0.0688
HRH2,0.3982
OAS3,-0.2124
SERP1,-0.3538
GATAD2A,-0.9316
TBC1D30,-0.5548
PBX4,-0.3836
UNG,-0.0688
SRD5A2,-0.0688
NSUN5,-0.0688
GMNN,-1.1303
SLX1A,-0.0688
MYOD1,-0.6634
EREG,-0.0688
FGF6,0.4806
ACVR1C,-0.1059
LRRC4,-0.1474
OPRD1,0.5384
TRNT1,-0.0688
DLGAP5,-1.2721
TNP1,-1.9800
ANGEL1,-0.3716
ARMC2,-0.0688
MND1,-0.4931
PTGER2,0.2330
KDM5B,-0.5468
MON1B,-0.6569
TMEM180,-0.0688
SRSF6,-0.4593
FAM162A,-0.3974
STIL,-0.5303
ETV1,-0.0688
RRP9,-0.4175
PIGZ,0.2522
SCML2,-0.0688
LY86,0.0710
TWIST1,-0.0565
SNAP23,-0.3535
PACSIN1,-0.0688
RHCE,0.2582
ZFAND5,-0.0688
S1PR4,-0.0688
TPSG1,-0.0688
ZNF549,-0.2346
AZU1,-0.0688
MRPL51,-0.9812
FASTKD2,-0.0688
CCT4P2,-0.0688
SLC44A4,0.5406
ADTRP,-0.0688
KIAA0391,0.4647
GNRH2,-0.5857
TBX4,-0.3933
LGALSL,-0.0448
NCK2,-0.8012
HLA-DQA2,1.2963
CDC42EP1,-0.4500
FGF23,-0.3430
ZNF211,-0.7835
APOBEC2,-0.4304
GNG13,-0.6493
LIPE,-0.0337
AMOTL2,-0.8423
CDC25B,-0.0688
HIST2H2AC,-0.4504
SSR1,-0.2517
ATG14,-0.0688
FAM53C,-0.0614
IDUA,-0.4293
RAB3GAP2,-0.1643
TNN,-0.5808
PAPD7,-0.4074
APOBEC1,-0.8139
TUSC2,-0.0688
SEC14L5,-0.3485
KCNIP2,-0.5460
TUBA4A,-0.2384
UBE2C,-0.0688
APH1A,-0.0688
SLC22A5,-0.0688
PRRG2,-0.6490
NR4A1,-0.3620
SULT4A1,-0.3228
ANGPTL1,-0.3447
STRIP2,-0.0688
DENND1B,-0.0007
SLC35B1,0.4021
OCM,-0.5771
MTRF1,-0.8080
UFM1,-0.0688
KCNA5,-0.1713
FLT3,-0.2561
PLA2G12A,0.1629
IFNA7,-0.2021
GBP3,-0.2302
PRAMEF10,-0.0745
PCDHB3,-0.0940
TAS2R8,0.8168
PCDHGA12,-0.2647
NPRL2,-0.0688
AHDC1,-0.0688
CDO1,-0.0688
TFG,-0.3234
CLSPN,-1.1215
PCDHB7,-0.0856
RAB3IP,-0.5606
HOXC11,-0.7615
PRLR,-0.1039
ILF3,-0.8828
ARPP19,-0.0688
CHPT1,0.5023
EMR1,-0.0688
IYD,-0.0688
ATP1B2,-0.5813
MYO16,-0.3239
NEK4,-0.6824
ISL1,-0.5086
RPS13,-0.0336
PSMF1,-0.2517
WDFY1,-0.0688
USP6,-0.5000
MTERFD2,-0.2104
TRIM23,0.3829
HIST1H1D,-0.7688
PFKFB4,-0.4162
TARDBP,0.7375
ESRP2,-0.0916
RAP1B,-0.2123
ABHD17A,-0.8447
ALG5,-0.0688
KCTD10,-0.3566
CNOT2,-0.2492
H2BFM,-0.1635
SERPINB10,-0.3270
ZNF391,-0.0688
SOX4,-0.4829
PDHX,-0.3093
ZC3H13,-0.0688
PNKD,-0.0688
SARS,-0.0688
GALNT18,-0.0688
OPN4,0.2008
C6orf118,-0.3726
DOK1,-0.0688
RAB44,-0.7414
IL10RA,-0.3464
CALU,-0.9780
WNT6,-0.0688
PCDHB10,-0.1254
DDX55,-0.6380
PYROXD1,-1.6644
LRP11,-0.3473
EXOC2,-0.0688
BST2,-0.0688
IL17C,-0.0688
PSG9,-0.1113
ACTR3C,0.6510
MSH2,-0.2408
GOT2,-0.1780
SLC9A2,-0.0688
OARD1,-0.4931
RNF11,-0.0688
DHX35,-0.2865
RAB35,-0.7252
DAP,-0.0688
CD69,-0.3970
IL26,-0.0830
PLEK,-0.0688
LYPD3,-0.0688
CPXM2,-0.0688
TEX14,-0.7394
GAMT,-0.1886
GRHL3,-0.2077
EFNB2,-0.3502
GS1-115G20.2,-0.0688
ALG13,-0.5299
LILRB3,-0.5244
NT5C3A,-0.0940
ZNF76,-0.2530
ESYT2,-0.0688
KRT9,-0.8305
KIAA1432,0.1068
TAF1L,-0.7396
WIPF3,-0.6743
MMP23A,-0.0688
ST3GAL4,-0.1372
OTOR,-0.0688
DNAI1,-0.2315
OPRM1,0.3254
ZNF268,-0.4591
NT5C,-0.3009
MRPL2,-0.0709
MAGEA9B,-0.3517
TMEM8A,-0.0688
PRKD3,-0.0688
DGAT2,-0.0018
MKNK2,-0.1437
WISP3,-0.0688
ARAP3,-0.3623
DAO,0.0231
IFNG,-0.5777
DOHH,-0.1804
KALRN,-0.4888
CLEC4M,-0.7123
CDH26,-0.0688
TCF21,-0.6849
RAB22A,-0.0688
PEX1,0.0394
FIG4,-0.2561
HEATR5B,-0.0688
ENO1,-0.0364
PPP3CC,-0.2850
CDC16,-0.0688
RSPH4A,-1.0631
TNFAIP3,-0.0688
HOXC13,-0.5779
RPS16,0.1980
SEZ6L,-0.2542
CD70,0.3800
UBE3A,-0.3191
THOC2,-0.8117
STK35,-0.3805
PDE1B,-0.3415
PRB1,-1.3730
BANF2,0.0031
ACSBG2,-0.1497
LRRFIP1,-0.0688
DDX1,-0.0688
KRT38,-0.4346
KIAA1244,-0.2213
KRT12,-0.5018
ALG2,-0.0337
ELF1,-0.0688
IGFBP5,-0.0688
ARMC7,-0.4069
PEX16,-0.6641
SCGB2A1,0.0705
TXLNG2P,-0.0688
ADCK1,0.1926
COX7A2L,0.0505
AANAT,-0.1342
CD97,-0.3351
ANKHD1,-0.3895
FANCE,-0.2381
PCDHB6,-0.1100
POU4F3,-0.3518
NDUFS7,0.5829
ATIC,-0.1591
RAD52,-0.1978
HOXB8,-0.9818
SPINK2,-0.1970
BATF3,-0.0688
GGA3,-0.8890
C1orf63,-1.1088
STIM2,-0.8491
RP11-293M10.4,-0.0688
UNC5CL,-0.0688
TBPL1,-0.0688
ELK3,-0.1789
TAS2R3,0.5877
C12orf57,-0.1748
TLX2,-0.0688
ATP7B,-0.1657
LILRA3,-0.2261
C20orf173,-0.0923
OGFOD2,-0.6612
SLAMF1,-0.1472
LSM7,-1.0686
LRRC6,-0.7664
COQ6,-0.0756
DCAF10,-0.0688
RAC2,-0.0688
FGL2,-0.6446
YEATS4,-0.5000
LGALS8,0.4302
TTTY1B,-0.0688
TTTY1,-0.0688
SEC61A1,-0.0688
GSTM2,-0.5095
USP40,-0.5214
CAT,-0.0688
ALDH1A2,-1.0778
NDUFS1,-0.0688
GGCX,-0.0688
MFN2,-0.0688
PANX1,0.1995
IFT81,-1.1806
ZNF317,-0.2302
HOXB7,-0.0688
ACE2,-0.0688
DDX11,-0.7637
PRM2,-1.7914
C2orf43,-0.0497
KRT1,-0.0688
SLC35E2B,-0.0688
POLK,-0.5386
CLEC4A,0.3488
TULP1,-1.6994
HTN1,-0.0688
WNK4,-0.6635
IL1RL1,-0.0688
DGCR14,-0.0688
CD160,-0.2400
ARHGAP22,-0.5209
SRSF9,-1.0050
EBPL,-0.0688
SERF2,-0.9605
NMI,-0.0688
SYS1,-0.0688
PI3,0.1641
POLDIP3,-0.5974
KIAA0930,-0.7200
SMUG1,-0.1509
NCAPG,-0.2728
DEK,-1.1100
GCAT,0.0028
KRT75,-0.4517
SRGN,-0.0688
CYP4F11,-0.1492
EIF3K,-0.1931
DUSP4,-0.1297
RPLP0,0.2028
INSIG2,-0.0688
TBP,-0.4577
MAGEA10,-0.7282
HINT3,-0.2170
POLE4,-0.1085
MSH6,-0.6020
PRKAB1,-0.3565
SLC8A2,0.8262
GPR68,0.2940
TRMT2A,-0.0688
L3HYPDH,-0.0083
PRPF19,-0.1952
KCNJ13,0.4507
FANCL,-0.1472
KRR1,-0.0688
SH3TC1,-0.0475
GOLT1B,1.0825
PRR4,-0.4446
KLK12,-0.2243
KISS1R,0.3774
GRHL2,-1.7000
HCFC2,-0.0688
RFC5,-0.4381
OPN1SW,0.4652
DLST,-0.2251
TMEM109,-0.0688
SPR,-0.0688
ATP6V1F,-0.3571
CNGB1,-0.6119
NR3C1,-0.5326
TXNDC17,-0.3667
BLOC1S5,-1.2447
NKTR,-0.0688
ZNF415,-0.9289
PXN,-0.0839
EXOSC8,0.1203
KCNJ8,0.0588
RPS29,-0.0688
MDH1,-0.3249
ERI1,-0.6091
KIF17,-0.0688
ENKD1,-0.8399
TNFAIP6,-0.0688
SYF2,-0.0688
ELOF1,-0.6944
SLC25A2,0.2997
SLITRK3,-0.1816
GPN3,-0.0688
IGSF21,-0.0688
HIVEP3,-0.0688
KIAA1549,-0.2596
DLEU2,-0.0688
PARP11,-0.0688
KIAA0922,-0.0688
PGLS,-0.0688
MOCS3,0.0707
CD68,-0.5133
DGCR6L,-0.4732
PDCD2L,0.0839
APOPT1,-0.7808
SULT1C2,-0.0688
FXR2,-0.0688
ZSCAN9,-0.6106
SAMD4A,-0.5388
CITED1,-0.5390
GTF2H3,-0.2480
EGLN3,-0.4124
LDLR,-0.3881
CMAS,-0.7959
CRBN,-0.0688
SYNGR3,-0.7558
RSPH3,-0.0688
COPS7A,-0.0352
CCNI,-0.1755
CCDC132,-0.4192
BNIP1,-0.4825
MGP,-0.3233
DNAJC2,-0.0688
SLC10A2,0.7236
NRBP1,-0.0688
MIIP,-0.0688
LRRC17,-0.0688
NUDT12,-0.2653
SPAG1,-0.0688
C11orf58,-1.0051
HDGFL1,-1.0135
CCDC170,-0.0688
SLC11A1,0.6896
GEMIN2,-0.3804
KRT6C,-0.0688
NXPE1,-0.2302
EMC3,-0.0688
ATAD2B,-0.0688
COL10A1,-0.5875
COLEC11,-0.4593
SLC35E2,-0.0688
RHAG,0.6073
AP1M2,-0.1280
FLVCR2,0.6195
DUSP16,-0.0688
RARS,-0.2286
PIAS1,-0.1213
SHFM1,-0.0688
CHRNA2,-0.3380
OR1E2,0.7505
RIF1,-0.0688
GADD45G,-0.0688
TST,-0.2379
NEU2,-0.3668
HSPB1,-0.4129
RAB9B,-0.3647
GHR,-0.4082
SELPLG,-0.2216
CAPNS1,-0.5170
DST,-0.6439
PRAMEF4,0.0270
ADH6,-0.1265
CHRNA10,-0.3512
APOC1,0.9034
ELK1,-0.3179
TIMELESS,-0.6435
C16orf62,-0.5431
GALNT8,-0.5988
FKBP15,-0.0688
RERGL,-0.3581
PRTN3,0.0544
HDHD3,-0.0688
TOMM40,-0.2009
GJB6,0.0548
DEFB129,-0.2880
FAHD2A,-0.0688
APOC3,-0.0688
A4GALT,-0.0688
VASP,-0.3609
PEPD,-0.3731
DNASE1,0.4181
HOXC6,-0.8042
FNTB,-0.0688
C10orf95,-0.8498
APOL2,-0.8047
NCOA7,-0.0688
CNOT1,-0.1769
LOX,-0.0688
SCGB1D2,0.7122
BTN3A3,0.1399
ZSCAN10,-0.2075
STX10,-0.5221
TSHZ3,-0.7242
RNF19B,-0.3717
TMEM214,-0.0688
SCRT2,-0.6671
CNN1,-0.7295
MXI1,-0.0688
FKBP7,-0.0688
DBX1,-0.6519
EVA1A,-0.0688
INS,0.1816
NUP107,-0.2600
SLC12A5,0.3883
IGLL1,-0.3656
OR7A10,0.7498
MLEC,-0.3082
GJA3,-0.2175
OR7C2,0.6868
ELL2,-0.5954
CDKN1A,-0.0688
CSTL1,-0.0688
CCND1,-0.0284
F2RL3,-0.2363
SLC7A14,-0.0688
DKFZP761J1410,0.4500
C20orf194,-0.0688
SBDS,-0.0688
ZNF350,-0.1968
RRM2B,-0.4200
FAM124B,-0.4165
PLK1S1,-0.0688
FAM47E-STBD1,-0.4679
LIPF,-0.2049
PLEKHA3,-0.0688
IRF2BPL,-0.4741
HSPA8,-0.2152
CCL4,-0.0688
REG1A,-0.0688
AKR7A2,-0.3088
MPV17,-0.0688
EMC4,-0.3651
DLX4,-0.1562
KITLG,0.8083
EXOC3L2,-0.2841
TUBG1,-0.3004
ZNF221,-0.4600
TTR,-0.0688
VPS13C,-0.0688
ZNF10,-0.5969
TRPC4AP,-0.1867
DLGAP3,-0.0688
EXOSC9,-0.1665
APOE,-0.0688
TMOD2,-0.3596
USP5,-0.0688
RMDN2,-0.0688
ZNF442,-0.0688
INO80B,-0.0688
EGR2,-0.0688
CT476828.4,-0.0688
OMG,-0.0688
GGT1,-0.0688
COPA,-0.0688
TNFRSF19,-0.0688
THG1L,-0.3887
ACADL,-0.0688
NIN,-0.9606
EPS15L1,-0.0373
AC105760.3,-0.0688
LRP1,-0.4297
MT2A,-0.0688
IL9R,0.0461
FAM117A,-0.5265
PCDHB14,-0.1298
HMGCL,-0.0688
DOCK7,-0.3086
TNFSF18,0.0608
CEBPZ,-0.0688
FKBP6,-0.1575
DDX39A,-0.3463
UMPS,-0.0033
KRT6B,-0.4507
PPFIBP1,-0.6733
TYMP,-0.0688
CCDC169,-0.7560
NCAPH,-0.0688
ST8SIA4,-0.2326
STK38,-0.5490
BIRC2,-0.4574
SEMG1,-1.3416
YWHAQ,-0.0688
TREM1,-0.5076
IL1R1,-0.3660
SNRPB2,-0.0688
BYSL,-0.9809
TSKS,-0.0688
PLEKHG3,-0.4870
MED28,-0.4832
MLH3,-0.1104
ADCK4,-0.7914
NAA50,-0.8190
MBOAT7,0.1822
FTSJ2,-0.0688
C5orf15,-0.0688
COL14A1,-0.1601
OSCP1,-1.6000
MYL12B,-0.7779
MEGF8,-0.8841
TMEM59,-0.0688
CDY2A,-0.4542
TP53I3,-0.0688
PHPT1,-0.0688
MAS1,0.4874
HCFC1R1,-0.3193
STYXL1,-0.0688
CLCA1,-0.2794
KLC1,-0.9035
TTK,-0.4820
CST8,-0.1142
RRAS,-0.0688
ARHGEF6,-0.4596
DAZAP1,-0.7946
RHOBTB2,-0.3176
DDX49,-0.1916
ITFG2,-0.5732
HIN1L,-0.0688
HN1L,-1.0374
RHOQ,0.1121
GALR3,0.3451
MYF6,-0.5698
INHA,-0.0688
CDCA3,-0.8527
EGR1,-0.5354
TMCO6,0.4842
GCNT7,-0.4341
C20orf26,0.1473
DLX2,-0.6811
EML2,0.0206
FAAH,-0.0688
APOBEC3A,-0.0688
FOXA1,-0.7417
CUL9,-0.1262
NRN1,-0.0688
ASH2L,-0.7074
SDF2,-0.3019
RPL23,-0.0688
FBXO30,-0.2570
VPS4B,-1.2094
CFP,-0.0688
RPS15,-0.6776
HOXB1,-0.6772
GRM6,-0.0688
FBXL4,-0.0833
LAMP5,-0.1504
ZC3HAV1,-0.5662
IFI27L2,0.0448
GNB3,-0.1716
ITGB1BP1,-0.5930
KLF2,-0.1551
RBP2,-0.7573
STARD8,-0.0404
GDF2,-0.3746
ITGA4,-0.0688
TRAPPC13,-0.1072
EVI2A,-0.4051
MRM1,-0.3082
HBEGF,-0.0688
GUCA1B,-0.4685
MYL2,-0.0688
CAP2,-0.1281
CRYAB,-0.0219
PRDM4,-0.0502
ADAMTS2,-0.0688
SPARC,-0.2550
B4GALT6,-0.0688
MED17,-0.4771
CYTH4,-0.6393
PASK,-0.1661
NPC2,-0.2241
KIAA1045,-0.0688
ZC2HC1B,-0.7167
FAM78A,-0.4821
IGFBP2,-0.0688
DUSP1,0.0981
PUS3,-1.0183
ACHE,-0.0688
RTKN,-0.0688
LEPREL2,-0.4298
B3GAT2,-0.4390
RAP2A,-0.1352
HOXD3,-0.0688
TRAF2,-0.0688
C1orf21,-0.0688
PCDHB8,-0.1139
TTLL2,-0.3700
FAM178A,-0.9016
ZBTB46,-0.0688
RAD1P1,-0.0688
RP11-663P9.2,-0.0688
PCID2,-0.0688
AKR1D1,-0.0688
SLC35F5,-0.0688
SLC25A51,-0.0688
GZMK,-0.0688
GPR83,0.3352
HIST1H4G,-0.2327
BPIFB9P,-0.0688
GPR63,0.6547
MCM3,-0.5675
YBX3,-1.0337
ZFP36,-0.4280
MRC1,-0.5525
KLF16,-0.0688
VPREB3,-0.3065
ULBP1,-0.1619
KATNAL2,0.0563
MAPK8IP3,-0.9559
HAND1,-0.7581
MRPS30,-0.3588
RP11-47I22.3,-0.2182
CEP170B,-0.8875
KLRB1,-0.2644
ODC1,-0.3882
ZBTB24,-0.7492
TTL,-0.0688
CYB561D2,-0.0688
FFAR1,0.6437
HOXB5,-0.7387
MPDU1,0.8759
EBNA1BP2,-0.0688
MTX2,-0.1118
WDR24,-0.0688
SAYSD1,-0.0688
PCCB,0.0595
PAX6,-0.8000
KLHDC3,-0.3196
MYH2,-0.3568
LRFN1,-0.0621
CDX1,-0.6555
EHHADH,-0.0688
RPL22,-0.9305
SIN3B,-0.4948
EIF2AK2,-0.0688
SPCS1,-0.1706
RAD21L1,-0.0688
HSPE1,-0.0688
MEP1A,-0.3798
ECT2,-0.0688
SLC35D1,0.6977
PLBD1,0.2950
PCDHGC5,-0.3298
SLC36A1,0.0848
DLL4,-0.0688
NANOG,-0.9441
APOC2,-0.0345
NDUFA2,-0.3868
MYOT,-0.6739
PLCG1,-0.2164
ZMYND10,-0.0688
MRPS7,-0.0929
PSMG3,0.4770
TMEM30A,-0.7831
DTX4,-0.3600
MICB,-0.5801
NFATC4,-0.5330
NSRP1,-1.4471
GDA,-0.1682
PYCARD,-0.0688
UNKL,-0.2934
GLTSCR2,-1.0670
AHR,-0.0688
TMEM14C,-0.0688
PCDHB5,-0.1019
ACKR4,-0.5050
HRG,-0.0688
C19orf43,-1.3477
SLTM,-1.1690
