Gene,n
AKAP3,854.0
ECSIT,297.0
MAPRE3,282.0
PVRL2,539.0
NEUROG3,215.0
KRT5,591.0
TUBG2,452.0
C3orf14,129.0
TNFSF11,318.0
ZNF141,475.0
MMP24,646.0
MLX,299.0
ENPP5,478.0
LRFN3,629.0
GLI1,1107.0
HCST,94.0
IRF1,326.0
CCDC86,361.0
PEX6,739.0
TTC21B,1317.0
AICDA,199.0
HOXD10,341.0
GFER,206.0
COLGALT1,623.0
TICAM1,713.0
SF1,549.0
AFTPH,910.0
TCP11,442.0
STATH,63.0
C22orf24,161.0
NR5A2,496.0
PPP4R1L,387.0
RDH10,342.0
MAX,97.0
FBXO9,448.0
IL18R1,542.0
FCGR2B,292.0
CORO7,926.0
C4BPB,253.0
ACTR5,608.0
CTSC,464.0
ACVR2A,514.0
UNC93A,458.0
TSG101,391.0
CD93,653.0
WDR18,433.0
ANAPC15,122.0
HELLS,98.0
HEMK1,339.0
COL21A1,958.0
FILIP1,1214.0
BTNL8,348.0
FGFR1OP2,254.0
DNPH1,175.0
SALL1,1325.0
SGIP1,860.0
APC2,2030.0
ZNF468,128.0
OR7C1,321.0
YLPM1,1823.0
APOB,4564.0
RAF1,649.0
CPSF3,685.0
CARD10,1033.0
MYH13,1939.0
PTK7,1071.0
RAD51AP1,353.0
C19orf80,199.0
WFDC3,232.0
ZC3H14,737.0
ENO2,435.0
SH2D3A,577.0
ATP6V0B,159.0
TPI1,287.0
BAI3,729.0
MAST1,1571.0
SKIV2L2,1043.0
GHRH,109.0
MORC1,985.0
NR1D1,615.0
GPRC5D,346.0
CCDC70,234.0
SNRPA,283.0
C22orf23,218.0
TGFB3,413.0
ACYP1,100.0
LILRA2,484.0
HIF3A,601.0
VIL1,828.0
VGF,616.0
FBXO24,581.0
ADAT2,192.0
PRDM2,1719.0
PTK7,817.0
ACTR8,330.0
ZC2HC1C,390.0
KRT13,459.0
LEPRE1,805.0
YIPF4,245.0
SUGP1,646.0
NRK,1583.0
IGFLR1,356.0
SCGB2A2,94.0
B9D2,176.0
INF2,718.0
SNRNP27,156.0
VCY1B,126.0
MAD2L2,212.0
CPNE5,594.0
SIRT2,390.0
ENDOU,370.0
IL12B,329.0
DAD1,114.0
OR2B6,314.0
POLR3B,1134.0
DHRS11,261.0
CTAG2,211.0
MC3R,324.0
MOB4,194.0
NECAB3,397.0
ARMCX5,559.0
CRIPT,102.0
SIX1,285.0
HARS2,507.0
PCDHB15,788.0
TDRD1,1190.0
TMEM55B,278.0
PAIP2B,124.0
KRT31,417.0
HSD17B8,262.0
COIL,577.0
FKBP9,571.0
CDADC1,515.0
EEF1B2,226.0
CAMSAP2,1490.0
ACOT2,484.0
BBS9,888.0
SDF2L1,222.0
FBXL12,327.0
ARMC4,353.0
MVK,397.0
LIF,203.0
KNSTRN,317.0
GATC,47.0
TNNT2,294.0
PIN1,164.0
IL23A,190.0
KLHL18,575.0
DHDDS,334.0
HSD3B1,376.0
SNX4,451.0
FBXO44,225.0
DMXL2,3037.0
NUP85,657.0
SP140L,439.0
KRT35,426.0
APOA1,268.0
GSTT1,241.0
HIST1H2BG,127.0
FAM76A,313.0
BCL9,1427.0
WBP1,270.0
ISLR,429.0
C17orf53,522.0
TMEM159,162.0
PCNX,2270.0
PRPH2,347.0
FUT5,375.0
FAM120B,243.0
ART4,315.0
SLC4A9,984.0
MCEE,177.0
MSTO1,571.0
NFYB,208.0
UGT2A3,528.0
SEMA3G,783.0
PCGF1,260.0
ORMDL2,154.0
SOX9,510.0
MRPS2,297.0
ID2,135.0
VAX2,291.0
ATP6V1B1,514.0
NDUFA13,228.0
DSTN,166.0
DYNLL1,90.0
ORC2,578.0
PARP2,584.0
IFT43,214.0
MLLT1,560.0
NEDD8,82.0
WISP1,368.0
RPS12,133.0
IL13RA2,381.0
INHBA,427.0
IRX4,520.0
RARRES1,295.0
GAPDH,336.0
SOX15,234.0
CNTRL,2326.0
GSC,258.0
PSG4,327.0
PITHD1,212.0
SLC27A1,647.0
DNAJB9,224.0
XPO7,1088.0
ABCC10,1465.0
SLC30A3,389.0
HRH2,360.0
OAS3,1088.0
SERP1,67.0
GATAD2A,609.0
TBC1D30,925.0
PBX4,375.0
UNG,314.0
NSUN5,430.0
GMNN,210.0
SLX1A,276.0
MYOD1,321.0
EREG,170.0
FGF6,209.0
ACVR1C,494.0
LRRC4,654.0
OPRD1,373.0
TRNT1,435.0
DLGAP5,847.0
TNP1,56.0
ANGEL1,671.0
ARMC2,223.0
MND1,206.0
PTGER2,359.0
KDM5B,1275.0
MON1B,548.0
TMEM180,518.0
SRSF6,345.0
FAM162A,145.0
STIL,1288.0
ETV1,460.0
RRP9,476.0
SCML2,701.0
LY86,163.0
TWIST1,203.0
SNAP23,212.0
PACSIN1,445.0
RHCE,373.0
ZFAND5,214.0
S1PR4,385.0
TPSG1,322.0
ZNF549,628.0
FBXO44,256.0
AZU1,252.0
MRPL51,129.0
FASTKD2,711.0
SLC44A4,711.0
ADTRP,249.0
KIAA0391,489.0
GNRH2,121.0
TBX4,546.0
LGALSL,173.0
FYN,483.0
NCK2,381.0
HLA-DQA2,256.0
CDC42EP1,392.0
FGF23,252.0
ZNF211,578.0
APOBEC2,225.0
GNG13,68.0
LIPE,1077.0
AMOTL2,781.0
CDC25B,581.0
HIST2H2AC,130.0
SSR1,287.0
ATG14,493.0
FAM53C,393.0
IDUA,654.0
TNN,1300.0
PAPD7,543.0
APOBEC1,237.0
TUSC2,111.0
SEC14L5,697.0
KCNIP2,185.0
TUBA4A,449.0
UBE2C,51.0
APH1A,150.0
SLC22A5,558.0
PRRG2,203.0
NR4A1,599.0
SULT4A1,261.0
ANGPTL1,492.0
STRIP2,835.0
DENND1B,397.0
SLC35B1,323.0
OCM,110.0
UFM1,86.0
KCNA5,614.0
FLT3,994.0
PLA2G12A,190.0
IFNA7,190.0
GBP3,143.0
PRAMEF10,475.0
PCDHB3,797.0
TAS2R8,310.0
PCDHGA12,933.0
NPRL2,381.0
AHDC1,1604.0
CDO1,201.0
TFG,401.0
CLSPN,1333.0
PCDHB7,794.0
RAB3IP,461.0
HOXC11,379.0
PRLR,377.0
ILF3,691.0
ARPP19,113.0
CHPT1,407.0
EMR1,822.0
IYD,294.0
ATP1B2,291.0
MYO16,941.0
NEK4,842.0
ISL1,350.0
RPS13,149.0
PSMF1,264.0
WDFY1,411.0
USP6,1407.0
MTERFD2,382.0
TRIM23,575.0
HIST1H1D,222.0
PFKFB4,470.0
TARDBP,415.0
RAP1B,185.0
ABHD17A,362.0
ALG5,325.0
KCTD10,314.0
CNOT2,541.0
H2BFM,258.0
SERPINB10,398.0
ZNF391,359.0
SOX4,475.0
PDHX,502.0
ZC3H13,1669.0
PNKD,143.0
SARS,515.0
GALNT18,608.0
OPN4,479.0
C6orf118,470.0
DOK1,482.0
RAB44,916.0
IL10RA,579.0
CALU,316.0
WNT6,366.0
PCDHB10,801.0
DDX55,601.0
PYROXD1,501.0
LRP11,501.0
EXOC2,925.0
BST2,181.0
IL17C,198.0
PSG9,403.0
ACTR3C,211.0
MSH2,935.0
GOT2,431.0
SLC9A2,813.0
OARD1,42.0
RNF11,155.0
DHX35,704.0
RAB35,202.0
DAP,103.0
CD69,200.0
IL26,172.0
PLEK,351.0
LYPD3,347.0
CPXM2,757.0
TEX14,1498.0
GAMT,237.0
GRHL3,608.0
EFNB2,334.0
ALG13,955.0
LILRB3,633.0
NT5C3A,337.0
ZNF76,152.0
ESYT2,894.0
KRT9,624.0
KIAA1432,1166.0
TAF1L,1827.0
WIPF3,484.0
ST3GAL4,330.0
OTOR,129.0
DNAI1,700.0
OPRM1,447.0
ZNF268,948.0
NT5C,202.0
MRPL2,226.0
MAGEA9B,316.0
TMEM8A,579.0
PRKD3,891.0
DGAT2,389.0
MKNK2,466.0
WISP3,355.0
ARAP3,1545.0
DAO,348.0
IFNG,167.0
DOHH,303.0
KALRN,1664.0
CLEC4M,378.0
CDH26,853.0
TCF21,180.0
RAB22A,195.0
PEX1,1284.0
FIG4,908.0
HEATR5B,2072.0
ENO1,435.0
PPP3CC,513.0
CDC16,476.0
RSPH4A,717.0
TNFAIP3,791.0
HOXC13,331.0
RPS16,147.0
SEZ6L,1025.0
CD70,194.0
UBE3A,873.0
THOC2,1594.0
STK35,402.0
PDE1B,537.0
BANF2,91.0
ACSBG2,667.0
LRRFIP1,785.0
DDX1,741.0
KRT38,457.0
KIAA1244,2178.0
KRT12,495.0
ALG2,139.0
ELF1,620.0
IGFBP5,273.0
ARMC7,199.0
PEX16,347.0
SCGB2A1,96.0
ADCK1,524.0
COX7A2L,115.0
AANAT,253.0
CD97,836.0
ANKHD1,687.0
FANCE,537.0
PCDHB6,795.0
POU4F3,339.0
NDUFS7,214.0
ATIC,593.0
HOXB8,244.0
SPINK2,85.0
BATF3,128.0
GGA3,724.0
C1orf63,291.0
STIM2,834.0
UNC5CL,519.0
TBPL1,187.0
ELK3,408.0
TAS2R3,317.0
C12orf57,127.0
TLX2,285.0
ATP7B,1466.0
LILRA3,440.0
C20orf173,150.0
OGFOD2,351.0
SLAMF1,306.0
LSM7,104.0
LRRC6,467.0
COQ6,394.0
DCAF10,523.0
RAC2,193.0
FGL2,440.0
YEATS4,228.0
LGALS8,175.0
SEC61A1,477.0
GSTM2,219.0
USP40,1236.0
CAT,528.0
ALDH1A2,519.0
NDUFS1,728.0
GGCX,759.0
MFN2,758.0
PANX1,427.0
IFT81,677.0
ZNF317,596.0
HOXB7,218.0
ACE2,806.0
DDX11,881.0
PRM2,103.0
C2orf43,326.0
AFTPH,937.0
KRT1,645.0
SLC35E2B,406.0
POLK,871.0
CLEC4A,238.0
TULP1,543.0
HTN1,58.0
WNK4,1244.0
IL1RL1,557.0
DGCR14,477.0
CD160,182.0
ARHGAP22,699.0
SRSF9,222.0
EBPL,207.0
SERF2,60.0
NMI,308.0
SYS1,157.0
PI3,118.0
POLDIP3,422.0
KIAA0930,410.0
SMUG1,178.0
NCAPG,1016.0
DEK,342.0
GCAT,420.0
KRT75,552.0
SRGN,159.0
CYP4F11,525.0
EIF3K,219.0
DUSP4,304.0
RPLP0,318.0
INSIG2,226.0
TBP,340.0
MAGEA10,370.0
HINT3,183.0
MSH6,1361.0
PRKAB1,271.0
SLC8A2,922.0
GPR68,376.0
TRMT2A,626.0
L3HYPDH,355.0
PRPF19,505.0
KCNJ13,361.0
FANCL,376.0
KRR1,382.0
SH3TC1,1337.0
GOLT1B,139.0
PRR4,135.0
KLK12,145.0
KISS1R,399.0
GRHL2,626.0
CMA1,248.0
HCFC2,793.0
RFC5,256.0
OPN1SW,349.0
DLST,68.0
TMEM109,244.0
SPR,262.0
ATP6V1F,120.0
CNGB1,1252.0
RFPL2,318.0
NR3C1,779.0
TXNDC17,124.0
BLOC1S5,115.0
NKTR,1463.0
ZNF415,556.0
PXN,592.0
EXOSC8,38.0
KCNJ8,425.0
RPS29,57.0
MDH1,335.0
ERI1,350.0
KIF17,1030.0
ENKD1,347.0
TNFAIP6,278.0
SYF2,244.0
ELOF1,84.0
SLC25A2,302.0
SLITRK3,978.0
GPN3,285.0
IGSF21,468.0
HIVEP3,2407.0
KIAA1549,1885.0
PARP11,339.0
KIAA0922,1388.0
PGLS,259.0
MOCS3,461.0
CD68,355.0
DGCR6L,221.0
PDCD2L,359.0
APOPT1,194.0
SULT1C2,297.0
FXR2,674.0
ZSCAN9,395.0
SAMD4A,631.0
CITED1,194.0
CREB3L3,300.0
GTF2H3,268.0
EGLN3,240.0
LDLR,946.0
CMAS,435.0
CRBN,443.0
SYNGR3,230.0
RSPH3,561.0
COPS7A,276.0
CCNI,378.0
CCDC132,328.0
BNIP1,272.0
MGP,129.0
DNAJC2,569.0
SLC10A2,349.0
NRBP1,536.0
MIIP,389.0
LRRC17,314.0
NUDT12,463.0
SPAG1,927.0
C11orf58,184.0
HDGFL1,252.0
CCDC170,716.0
SLC11A1,551.0
GEMIN2,266.0
KRT6C,565.0
NXPE1,406.0
EMC3,262.0
ATAD2B,1459.0
COL10A1,681.0
COLEC11,269.0
SLC35E2,267.0
RHAG,352.0
AP1M2,424.0
LTBP4,186.0
FLVCR2,527.0
DUSP16,666.0
RARS,661.0
PIAS1,652.0
SHFM1,71.0
CHRNA2,515.0
OR1E2,324.0
RIF1,2473.0
GADD45G,160.0
TST,298.0
NEU2,381.0
HSPB1,206.0
RAB9B,202.0
GHR,639.0
SELPLG,429.0
CAPNS1,269.0
DST,5172.0
PRAMEF4,479.0
ADH6,369.0
CHRNA10,451.0
APOC1,84.0
ELK1,429.0
TIMELESS,1208.0
C16orf62,964.0
GALNT8,638.0
FKBP15,1220.0
RERGL,206.0
PRTN3,257.0
HDHD3,252.0
TOMM40,362.0
GJB6,262.0
DEFB129,184.0
FAHD2A,315.0
APOC3,100.0
A4GALT,354.0
VASP,381.0
SLC25A3,363.0
PEPD,494.0
DNASE1,283.0
HOXC6,236.0
FNTB,438.0
C10orf95,258.0
APOL2,338.0
NCOA7,828.0
CNOT1,1228.0
LOX,418.0
SCGB1D2,91.0
BTN3A3,585.0
ZSCAN10,726.0
STX10,221.0
TSHZ3,1082.0
RNF19B,732.0
TMEM214,690.0
SCRT2,308.0
CNN1,298.0
MXI1,229.0
FKBP7,128.0
DBX1,383.0
EVA1A,153.0
INS,111.0
NUP107,926.0
SLC12A5,1117.0
IGLL1,85.0
OR7A10,310.0
MLEC,293.0
GJA3,436.0
OR7C2,320.0
ELL2,641.0
CACTIN,759.0
CDKN1A,165.0
CSTL1,146.0
CCND1,296.0
F2RL3,386.0
SLC7A14,772.0
DKFZP761J1410,344.0
C20orf194,1178.0
SBDS,251.0
ZNF350,533.0
RRM2B,352.0
FAM124B,273.0
FAM47E-STBD1,359.0
LIPF,399.0
PLEKHA3,301.0
IRF2BPL,797.0
HSPA8,647.0
CCL4,93.0
REG1A,167.0
AKR7A2,360.0
MPV17,177.0
EMC4,150.0
DLX4,241.0
KITLG,274.0
EXOC3L2,410.0
TUBG1,452.0
ZNF221,618.0
TTR,148.0
VPS13C,3711.0
ZNF10,574.0
TRPC4AP,798.0
DLGAP3,980.0
EXOSC9,440.0
APOE,318.0
TMOD2,352.0
USP5,859.0
RMDN2,574.0
ZNF442,628.0
INO80B,357.0
EGR2,477.0
OMG,441.0
GGT1,570.0
COPA,1225.0
TNFRSF19,418.0
THG1L,299.0
CDH26,125.0
ACADL,431.0
LAMA4,1824.0
NIN,2134.0
EPS15L1,865.0
LRP1,4545.0
MT2A,62.0
IL9R,522.0
FAM117A,454.0
PCDHB14,799.0
HMGCL,183.0
CDC16,620.0
DOCK7,2130.0
TNFSF18,178.0
CEBPZ,1055.0
FKBP6,328.0
DDX39A,428.0
UMPS,481.0
KRT6B,565.0
PPFIBP1,1006.0
TYMP,483.0
CCDC169,215.0
NCAPH,742.0
ST8SIA4,360.0
STK38,466.0
BIRC2,619.0
SEMG1,403.0
YWHAQ,246.0
TREM1,235.0
IL1R1,570.0
SNRPB2,226.0
BYSL,438.0
TSKS,593.0
PLEKHG3,1164.0
MED28,179.0
MLH3,1430.0
ADCK4,504.0
NAA50,170.0
MBOAT7,473.0
FTSJ2,247.0
C5orf15,266.0
COL14A1,1702.0
OSCP1,380.0
MYL12B,173.0
MEGF8,2846.0
TMEM59,324.0
CDY2A,542.0
TP53I3,333.0
PHPT1,126.0
MAS1,326.0
HCFC1R1,139.0
STYXL1,314.0
CLCA1,915.0
KLC1,638.0
TTK,857.0
CST8,143.0
RRAS,219.0
ARHGEF6,777.0
DAZAP1,408.0
RHOBTB2,728.0
DDX49,484.0
ITFG2,448.0
HN1L,191.0
RHOQ,206.0
GALR3,369.0
MYF6,243.0
INHA,367.0
CDCA3,244.0
EGR1,544.0
TMCO6,500.0
GCNT7,309.0
C20orf26,1238.0
DLX2,329.0
EML2,650.0
FAAH,580.0
APOBEC3A,200.0
FOXA1,473.0
CUL9,2518.0
NRN1,143.0
ASH2L,502.0
SDF2,212.0
RPL23,82.0
FBXO30,746.0
VPS4B,445.0
CFP,470.0
RPS15,119.0
HOXB1,302.0
GRM6,878.0
FBXL4,622.0
LAMP5,281.0
ZC3HAV1,903.0
IFI27L2,131.0
GNB3,341.0
ITGB1BP1,151.0
KLF2,356.0
RBP2,135.0
STARD8,1024.0
GDF2,430.0
ITGA4,614.0
TRAPPC13,412.0
EVI2A,260.0
MRM1,354.0
HBEGF,209.0
GUCA1B,201.0
MYL2,167.0
CAP2,478.0
CRYAB,176.0
PRDM4,802.0
ADAMTS2,1212.0
SPARC,304.0
B4GALT6,344.0
EPS8L1,597.0
MED17,652.0
CYTH4,395.0
PASK,1324.0
NPC2,149.0
KIAA1045,401.0
ZC2HC1B,223.0
IGFBP2,326.0
DUSP1,368.0
PUS3,482.0
ACHE,615.0
RTKN,514.0
LEPREL2,552.0
B3GAT2,324.0
RAP2A,184.0
HOXD3,433.0
TRAF2,502.0
C1orf21,122.0
PCDHB8,802.0
TTLL2,593.0
FAM178A,1174.0
ZBTB46,590.0
PCID2,454.0
AKR1D1,327.0
SLC35F5,524.0
SLC25A51,298.0
GZMK,265.0
GPR83,424.0
HIST1H4G,99.0
GPR63,420.0
MCM3,809.0
DCN,251.0
YBX3,373.0
ZFP36,327.0
MRC1,1457.0
KLF16,253.0
VPREB3,124.0
ULBP1,245.0
KATNAL2,467.0
MAPK8IP3,1337.0
HAND1,216.0
RP11-47I22.3,92.0
KLRB1,226.0
ODC1,462.0
ZBTB24,698.0
TTL,378.0
CYB561D2,223.0
FFAR1,301.0
HOXB5,270.0
MPDU1,248.0
EBNA1BP2,307.0
MTX2,264.0
WDR24,921.0
SAYSD1,184.0
PCCB,540.0
PAX6,423.0
KLHDC3,249.0
PQBP1,171.0
MYH2,1942.0
LRFN1,772.0
CDX1,266.0
EHHADH,724.0
RPL22,129.0
SIN3B,1131.0
EIF2AK2,552.0
SPCS1,170.0
RAD21L1,65.0
HSPE1,103.0
MEP1A,747.0
ECT2,884.0
SLC35D1,356.0
PLBD1,554.0
PCDHGC5,945.0
SLC36A1,477.0
DLL4,686.0
NANOG,306.0
APOC2,102.0
NDUFA2,100.0
MYOT,499.0
PLCG1,1292.0
ZMYND10,441.0
MRPS7,243.0
PSMG3,123.0
TMEM30A,362.0
DTX4,620.0
MICB,384.0
NFATC4,903.0
NSRP1,559.0
GDA,472.0
PYCARD,196.0
UNKL,230.0
GLTSCR2,479.0
AHR,849.0
TMEM14C,113.0
PCDHB5,796.0
ACKR4,351.0
HRG,526.0
C19orf43,177.0
SLTM,453.0
ZBTB47,748.0
NEUROD4,332.0
HIST1H3B,137.0
CCDC53,195.0
TBX2,713.0
PPP1R7,361.0
DOPEY1,2370.0
HELB,1088.0
ZNF777,832.0
PLXNA1,1874.0
DDX11,289.0
CLN6,312.0
DNAH6,4159.0
BRD8,952.0
SPACA1,295.0
MMP8,468.0
RRP36,260.0
MAPK8IP1,712.0
ROPN1B,213.0
IL5,135.0
MSX2,268.0
GLRX,107.0
MLH1,757.0
VAMP4,142.0
PTGR1,178.0
YWHAH,247.0
HOXC12,283.0
PKN1,943.0
ART1,328.0
C11orf63,779.0
GTDC1,374.0
DARS2,191.0
GRIN3B,1044.0
TNNC1,162.0
POLM,495.0
PCDHB12,796.0
DHX58,679.0
SLC19A2,498.0
NCLN,564.0
STRADA,235.0
KRT33B,405.0
HAUS3,604.0
PLA2G2C,151.0
CCDC169,142.0
PPP1R3C,318.0
CTSD,413.0
NAA38,97.0
ATP5E,52.0
AGXT2,515.0
RASL11B,249.0
SNAI1,265.0
NUP37,327.0
CRTAM,394.0
SPHK2,655.0
GREB1,1950.0
CDH9,790.0
CDKN1B,199.0
REEP6,185.0
OR14J1,322.0
CANX,593.0
MDFI,247.0
RAMP3,149.0
BTN1A1,527.0
DSC2,848.0
TPH1,445.0
CEACAM8,350.0
TSPAN8,238.0
GNGT1,75.0
PPM1H,515.0
ABTB1,479.0
NCAN,1322.0
E2F8,868.0
ASIC1,575.0
HOXD11,339.0
MOGS,838.0
ACADS,413.0
CSN1S1,186.0
TAS2R16,292.0
NEK9,980.0
COX6B1,87.0
DEPDC7,512.0
SNX3,163.0
PLVAP,443.0
ADORA3,319.0
RAB40C,282.0
GHSR,367.0
RPS4Y1,264.0
PFN2,141.0
FBXO5,448.0
SLIRP,108.0
USHBP1,704.0
RNF8,99.0
ZSCAN18,511.0
STAG1,1222.0
DTWD1,305.0
SOGA1,1662.0
GCA,199.0
IRGC,464.0
HCN2,890.0
PKD2,969.0
FAM98C,350.0
ACRBP,544.0
HOXD9,353.0
AIPL1,322.0
MPHOSPH10,682.0
NDUFB3,99.0
ENOSF1,444.0
PIWIL1,862.0
SCNN1A,670.0
PPP3R1,171.0
DUSP4,395.0
TTC1,293.0
MAPK14,361.0
LTF,711.0
C1QTNF3,247.0
DPF2,406.0
PFDN5,67.0
CERS4,395.0
RGS2,212.0
PTPN12,781.0
C2orf40,149.0
RPN2,632.0
MTERFD3,386.0
COX6A1,110.0
BMP15,393.0
TAS2R4,300.0
FAM64A,249.0
FYTTD1,319.0
PSG1,427.0
TMSB10,45.0
A4GNT,341.0
SGSM3,750.0
KLK12,255.0
PROC,462.0
MEA1,186.0
PTGIS,501.0
GNAT1,351.0
RABGAP1L,816.0
PDZD11,141.0
HIST1H1A,216.0
FZD10,582.0
CCR7,379.0
MAPK14,361.0
SORBS3,672.0
ABCG2,656.0
SNX17,471.0
SF3B14,126.0
TRAP1,705.0
CTCFL,664.0
MMP28,131.0
PSD4,1057.0
SLC35C2,366.0
QTRT1,404.0
C3,1664.0
UBE3D,37.0
NDC1,560.0
SERINC4,275.0
RALY,307.0
COPB1,954.0
NUP155,1392.0
NPY,98.0
KLHL24,601.0
SLC35A2,397.0
CSRNP2,544.0
WDR77,343.0
PANK3,371.0
CFHR4,332.0
PRLHR,371.0
GNAZ,356.0
TLE6,573.0
AADAC,400.0
CENPK,270.0
AP5S1,201.0
GORASP2,453.0
PCDH12,1185.0
RTN2,546.0
ABHD8,440.0
KHNYN,679.0
FCRLA,377.0
GDF1,373.0
CCDC92,332.0
RASL11A,243.0
COX7A2,84.0
LTA4H,612.0
MCHR1,423.0
RFX4,642.0
TFPI,305.0
PTCD3,690.0
CHST12,415.0
CCT7,544.0
CDK7,347.0
CKLF,153.0
EDA2R,319.0
NOL4,639.0
COQ9,319.0
IL37,219.0
C14orf159,622.0
SLC11A2,569.0
CORO1C,475.0
MSR1,452.0
KDELR2,213.0
FRAS1,738.0
LY9,656.0
RNF144B,304.0
CCDC102A,551.0
OSGEPL1,415.0
CNTN3,1029.0
CCNA1,466.0
UBE4B,1174.0
GCM1,437.0
VAMP8,101.0
PCNXL2,2138.0
SHANK3,1748.0
IL5RA,421.0
OSER1,293.0
SMPD2,424.0
ARRDC3,415.0
DPP9,893.0
CHMP1A,241.0
SNX24,170.0
ARG2,355.0
CHRNA1,483.0
MFSD9,475.0
SLC25A24,111.0
NDUFS3,265.0
SLC4A1,912.0
TF,572.0
ARHGAP31,1445.0
CHD5,1955.0
PARP16,324.0
HERC3,1051.0
SESN2,481.0
INVS,1066.0
C14orf1,141.0
RAB1A,130.0
KATNBL1,305.0
PDLIM4,331.0
SRBD1,996.0
RTCA,380.0
KLC4,638.0
RASGEF1B,474.0
CYTIP,360.0
SPOCD1,697.0
NOTCH2,2472.0
HSD17B7,342.0
USP30,518.0
RHBG,373.0
MPND,472.0
PCDH19,1102.0
GLCE,618.0
MED6,247.0
SLC16A7,479.0
POPDC3,292.0
PLD2,934.0
TRHDE,1025.0
SLC9A3,835.0
ABCC9,1550.0
ISM1,465.0
WNT2B,300.0
LTK,865.0
KDR,1357.0
ABCA7,2147.0
PSMD9,223.0
CNOT6L,556.0
TTC7A,505.0
IKZF4,586.0
GRPEL1,218.0
WAPAL,403.0
HOOK2,718.0
ARNTL2,589.0
DEFB118,124.0
TLE2,744.0
PPARA,469.0
PCSK2,639.0
PDE4C,681.0
IL1A,272.0
NOX5,748.0
INVS,896.0
FIBCD1,199.0
DDX18,671.0
PPAN,474.0
CATSPERB,1117.0
POU2F3,439.0
CSNK2A2,351.0
TROAP,779.0
DOCK10,2187.0
SULF1,872.0
SLC25A17,64.0
TMOD1,360.0
ERO1LB,174.0
AP2B1,938.0
DAGLA,1043.0
TMED2,202.0
RIMS1,1542.0
DNMT3A,913.0
IMMT,660.0
CLCN7,902.0
CASQ2,400.0
IL11,200.0
ESRRB,501.0
CNTNAP1,1385.0
AKAP12,1783.0
TRPC3,849.0
ARPC1A,371.0
CCL25,150.0
CRISPLD1,501.0
ALG6,510.0
CDK15,385.0
LIPG,501.0
PKMYT1,500.0
MED15,789.0
GRIA3,895.0
FGFR3,807.0
ZSWIM6,1216.0
TRPC5,974.0
IL1RL2,576.0
HECW2,1573.0
HERC5,1025.0
TOX4,622.0
GABRA4,555.0
ORC4,437.0
NMU,175.0
FOLH1,751.0
ARHGEF9,517.0
APPL2,665.0
NUP210,1888.0
RC3H1,1134.0
RNFT2,445.0
PHF21A,682.0
MAST3,1310.0
GSDMD,485.0
MYC,258.0
LPPR5,322.0
GATA5,398.0
CDH10,789.0
RRAS2,205.0
MAST4,2430.0
TTC40,877.0
KIAA1009,1328.0
THBS1,1171.0
PPP2R3C,454.0
FBN2,2913.0
AREG,253.0
CRP,225.0
RTP4,247.0
DGKG,792.0
TCF25,677.0
HACE1,910.0
PGBD1,810.0
KLHL13,656.0
GTPBP10,309.0
PACSIN2,487.0
KIF23,961.0
RGS9,675.0
NDUFB5,190.0
RAB36,334.0
TUBGCP2,903.0
HRASLS,274.0
CIT,2028.0
USO1,891.0
PDE5A,834.0
POLR1A,1721.0
EPB41L5,734.0
HERC2,4835.0
SLC27A5,691.0
FXYD2,65.0
TGFBRAP1,861.0
LACTB,548.0
FNBP4,1018.0
SYTL4,672.0
FDXACB1,625.0
MAPKBP1,1348.0
PNPT1,180.0
KIF3C,794.0
FAM186B,894.0
GIF,418.0
GNLY,146.0
ZNF700,743.0
TAF4,1086.0
PHC2,859.0
SBF2,1850.0
SIX3,333.0
AP3B2,1083.0
FNBP1L,552.0
COL4A3BP,599.0
IL12RB2,863.0
NARS,549.0
CHMP3,223.0
SAA2,123.0
ITPKA,462.0
DNAH5,4625.0
CSNK1A1,326.0
ABI2,300.0
ERCC8,397.0
TCF25,474.0
XYLT1,960.0
ARCN1,512.0
ALKBH8,239.0
EPO,194.0
SLC6A11,633.0
ITGA2B,1040.0
FAM189A2,451.0
UNC5A,803.0
ZNF629,870.0
SYT4,426.0
RNF17,1624.0
TCEB2,162.0
EHBP1,1232.0
NGEF,711.0
NEK3,300.0
RPA1,617.0
FAM189A1,540.0
TRPM1,1626.0
C2orf83,151.0
METTL5,210.0
SMARCB1,386.0
PIKFYVE,2099.0
RNF38,516.0
SRCAP,3231.0
LRRC8A,811.0
MAN1C1,451.0
CHST8,425.0
NDST4,873.0
ZNF24,369.0
GFM1,771.0
IGJ,160.0
BCHE,603.0
DSG1,1050.0
MMP20,484.0
KCNH4,1018.0
DDX6,484.0
ZNF655,492.0
ITGA6,1074.0
HRC,700.0
TIMM10,91.0
CDH19,773.0
PPP1R12C,783.0
KLHL5,710.0
KCNN4,428.0
EEFSEC,597.0
GAB1,725.0
GMPR,346.0
ZNF225,707.0
PRDM11,512.0
WLS,542.0
OGN,299.0
MECR,374.0
GLRB,498.0
SNRPA1,256.0
SLCO1B1,692.0
MYH14,2037.0
C9,560.0
PSMD11,423.0
SLC7A6OS,310.0
WDR12,424.0
KIAA1109,5006.0
TAF12,162.0
EPB41L4A,687.0
SLC2A9,541.0
EPC1,837.0
GPNMB,561.0
KCNH2,1160.0
CCDC115,181.0
JUND,348.0
SEPT11,430.0
RSAD1,443.0
DGKD,1215.0
