Gene,Theoretical Peptide Count
HIST1H1D,89
PFKFB4,107
TARDBP,76
ESRP2,1
RAP1B,46
ABHD17A,63
ALG5,89
KCTD10,79
CNOT2,89
H2BFM,60
SERPINB10,76
ZNF391,93
SOX4,74
PDHX,115
ZC3H13,545
PNKD,48
SARS,133
GALNT18,122
OPN4,64
C6orf118,133
DOK1,93
RAB44,156
IL10RA,75
CALU,81
WNT6,91
PCDHB10,129
DDX55,168
PYROXD1,102
LRP11,89
EXOC2,200
BST2,37
IL17C,37
PSG9,70
ACTR3C,37
MSH2,201
GOT2,87
SLC9A2,157
OARD1,5
RNF11,25
DHX35,157
RAB35,56
DAP,27
CD69,31
IL26,59
PLEK,96
LYPD3,57
CPXM2,161
TEX14,289
GAMT,39
GRHL3,139
EFNB2,68
GS1-115G20.2,1
ALG13,163
LILRB3,96
NT5C3A,85
ZNF76,13
ESYT2,198
KRT9,97
KIAA1432,201
TAF1L,387
WIPF3,76
MMP23A,1
ST3GAL4,81
OTOR,26
DNAI1,163
OPRM1,66
ZNF268,217
NT5C,51
MRPL2,54
MAGEA9B,45
TMEM8A,77
PRKD3,173
DGAT2,82
MKNK2,90
WISP3,78
ARAP3,285
DAO,63
IFNG,50
DOHH,49
KALRN,366
CLEC4M,62
CDH26,154
TCF21,51
RAB22A,51
PEX1,243
FIG4,186
HEATR5B,360
ENO1,109
PPP3CC,114
CDC16,93
RSPH4A,108
TNFAIP3,186
HOXC13,60
RPS16,53
SEZ6L,109
CD70,31
UBE3A,198
THOC2,425
STK35,92
PDE1B,110
PRB1,1
BANF2,17
ACSBG2,136
LRRFIP1,176
DDX1,172
KRT38,80
KIAA1244,378
KRT12,94
ALG2,21
ELF1,102
IGFBP5,72
ARMC7,31
PEX16,73
SCGB2A1,19
TXLNG2P,1
ADCK1,122
COX7A2L,22
AANAT,54
CD97,131
ANKHD1,131
FANCE,107
PCDHB6,122
POU4F3,58
NDUFS7,51
ATIC,123
RAD52,1
HOXB8,54
SPINK2,19
BATF3,37
GGA3,119
C1orf63,106
STIM2,183
RP11-293M10.4,1
UNC5CL,80
TBPL1,49
ELK3,80
TAS2R3,53
C12orf57,21
TLX2,60
ATP7B,232
LILRA3,65
C20orf173,18
OGFOD2,65
SLAMF1,57
LSM7,28
LRRC6,125
COQ6,64
DCAF10,102
RAC2,43
FGL2,107
YEATS4,61
LGALS8,44
TTTY1B,1
TTTY1,1
SEC61A1,69
GSTM2,52
USP40,238
CAT,111
ALDH1A2,102
NDUFS1,149
GGCX,132
MFN2,164
PANX1,81
IFT81,208
ZNF317,149
HOXB7,47
ACE2,142
DDX11,205
PRM2,47
C2orf43,67
AFTPH,137
KRT1,125
SLC35E2B,58
POLK,219
CLEC4A,51
TULP1,158
HTN1,16
WNK4,219
IL1RL1,118
DGCR14,117
CD160,33
ARHGAP22,161
SRSF9,74
EBPL,30
SERF2,32
NMI,76
SYS1,21
PI3,29
POLDIP3,119
KIAA0930,93
SMUG1,25
NCAPG,227
DEK,116
GCAT,87
KRT75,124
SRGN,33
CYP4F11,96
EIF3K,35
DUSP4,57
RPLP0,65
INSIG2,33
TBP,58
MAGEA10,52
HINT3,36
POLE4,1
MSH6,319
PRKAB1,51
SLC8A2,147
GPR68,60
TRMT2A,126
L3HYPDH,65
PRPF19,83
KCNJ13,50
FANCL,72
KRR1,126
SH3TC1,237
GOLT1B,25
PRR4,15
KLK12,11
KISS1R,59
GRHL2,150
CMA1,49
HCFC2,143
RFC5,60
OPN1SW,52
DLST,23
TMEM109,47
SPR,57
ATP6V1F,27
CNGB1,236
RFPL2,69
NR3C1,142
TXNDC17,27
BLOC1S5,32
NKTR,447
ZNF415,137
PXN,93
EXOSC8,7
KCNJ8,93
RPS29,22
MDH1,81
ERI1,82
KIF17,226
ENKD1,103
TNFAIP6,59
SYF2,85
ELOF1,22
SLC25A2,59
SLITRK3,158
GPN3,46
IGSF21,92
HIVEP3,408
KIAA1549,245
DLEU2,1
PARP11,73
KIAA0922,242
PGLS,43
MOCS3,85
CD68,35
DGCR6L,50
PDCD2L,51
APOPT1,67
SULT1C2,73
FXR2,150
ZSCAN9,100
SAMD4A,126
CITED1,17
CREB3L3,49
GTF2H3,56
EGLN3,62
LDLR,167
CMAS,108
CRBN,87
SYNGR3,32
RSPH3,123
COPS7A,68
CCNI,75
CCDC132,79
BNIP1,68
MGP,37
DNAJC2,191
SLC10A2,36
NRBP1,92
MIIP,78
LRRC17,82
NUDT12,103
SPAG1,248
C11orf58,47
HDGFL1,44
CCDC170,221
SLC11A1,66
GEMIN2,56
KRT6C,124
NXPE1,87
EMC3,49
ATAD2B,341
HIF3A,1
COL10A1,86
COLEC11,67
SLC35E2,45
RHAG,38
AP1M2,100
LTBP4,25
FLVCR2,51
DUSP16,116
RARS,165
PIAS1,109
SHFM1,11
CHRNA2,75
OR1E2,37
RIF1,486
GADD45G,21
TST,68
NEU2,58
HSPB1,43
RAB9B,41
GHR,96
SELPLG,41
CAPNS1,43
DST,1221
PRAMEF4,108
ADH6,73
CHRNA10,68
APOC1,25
ELK1,66
TIMELESS,258
C16orf62,211
GALNT8,148
FKBP15,222
RERGL,64
PRTN3,32
HDHD3,47
TOMM40,45
GJB6,53
DEFB129,39
FAHD2A,61
APOC3,19
A4GALT,73
VASP,75
SLC25A3,78
PEPD,91
DNASE1,37
HOXC6,55
FNTB,56
C10orf95,65
APOL2,75
NCOA7,163
CNOT1,229
LOX,68
SCGB1D2,22
BTN3A3,114
ZSCAN10,162
STX10,47
TSHZ3,221
RNF19B,126
TMEM214,129
SCRT2,70
CNN1,68
MXI1,66
FKBP7,35
DBX1,75
EVA1A,41
INS,14
NUP107,194
SLC12A5,188
IGLL1,17
OR7A10,29
MLEC,58
GJA3,73
OR7C2,37
ELL2,156
CACTIN,212
CDKN1A,42
CSTL1,35
CCND1,65
F2RL3,56
SLC7A14,89
DKFZP761J1410,51
C20orf194,200
SBDS,84
ZNF350,122
RRM2B,70
FAM124B,55
PLK1S1,1
FAM47E-STBD1,63
LIPF,58
PLEKHA3,61
IRF2BPL,126
HSPA8,155
CCL4,15
REG1A,29
AKR7A2,64
MPV17,35
EMC4,33
DLX4,38
KITLG,62
EXOC3L2,93
TUBG1,81
ZNF221,153
TTR,27
VPS13C,747
ZNF10,138
TRPC4AP,163
DLGAP3,219
EXOSC9,103
APOE,90
TMOD2,92
USP5,168
RMDN2,120
ZNF442,161
INO80B,87
EGR2,68
CT476828.4,1
OMG,67
GGT1,97
COPA,266
TNFRSF19,60
THG1L,70
CDH26,11
ACADL,95
LAMA4,362
NIN,509
EPS15L1,164
AC105760.3,1
LRP1,808
MT2A,17
IL9R,57
FAM117A,90
PCDHB14,122
HMGCL,33
CDC16,124
DOCK7,436
TNFSF18,29
CEBPZ,251
FKBP6,79
DDX39A,97
UMPS,97
KRT6B,124
PPFIBP1,232
TYMP,82
CCDC169,74
NCAPH,140
ST8SIA4,104
STK38,118
BIRC2,134
SEMG1,103
YWHAQ,59
TREM1,55
IL1R1,132
SNRPB2,52
BYSL,115
TSKS,122
PLEKHG3,245
MED28,27
MLH3,313
ADCK4,105
NAA50,45
MBOAT7,74
FTSJ2,62
C5orf15,40
COL14A1,272
OSCP1,81
MYL12B,43
MEGF8,394
TMEM59,47
CDY2A,138
TP53I3,54
PHPT1,29
MAS1,51
HCFC1R1,26
STYXL1,63
CLCA1,159
KLC1,171
TTK,196
CST8,37
RRAS,47
ARHGEF6,156
DAZAP1,59
RHOBTB2,138
DDX49,117
ITFG2,68
HIN1L,1
HN1L,43
RHOQ,40
GALR3,63
MYF6,49
INHA,51
CDCA3,53
EGR1,67
TMCO6,66
GCNT7,74
C20orf26,209
DLX2,37
EML2,104
FAAH,106
APOBEC3A,38
FOXA1,57
CUL9,418
NRN1,27
ASH2L,115
SDF2,35
RPL23,27
FBXO30,116
VPS4B,107
CFP,84
RPS15,34
HOXB1,52
GRM6,146
FBXL4,102
LAMP5,53
ZC3HAV1,199
IFI27L2,15
GNB3,62
ITGB1BP1,36
KLF2,66
RBP2,39
STARD8,183
GDF2,87
ITGA4,110
TRAPPC13,71
EVI2A,52
MRM1,66
HBEGF,58
GUCA1B,46
MYL2,44
CAP2,93
CRYAB,39
PRDM4,117
ADAMTS2,238
SPARC,58
B4GALT6,70
EPS8L1,133
MED17,139
CYTH4,100
PASK,193
NPC2,27
KIAA1045,86
ZC2HC1B,67
FAM78A,1
IGFBP2,68
DUSP1,60
PUS3,115
ACHE,97
RTKN,100
LEPREL2,110
B3GAT2,78
RAP2A,41
HOXD3,68
TRAF2,117
C1orf21,35
PCDHB8,122
TTLL2,125
FAM178A,292
ZBTB46,120
RAD1P1,1
RP11-663P9.2,1
PCID2,102
AKR1D1,73
SLC35F5,91
SLC25A51,64
GZMK,57
GPR83,65
HIST1H4G,40
BPIFB9P,1
GPR63,58
MCM3,192
DCN,42
YBX3,82
ZFP36,53
MRC1,272
KLF16,52
VPREB3,15
ULBP1,43
KATNAL2,115
MAPK8IP3,253
HAND1,49
MRPS30,1
RP11-47I22.3,15
CEP170B,1
KLRB1,41
ODC1,85
ZBTB24,136
TTL,79
CYB561D2,32
FFAR1,37
HOXB5,51
MPDU1,31
EBNA1BP2,113
MTX2,49
WDR24,169
SAYSD1,33
PCCB,110
PAX6,78
KLHDC3,51
PQBP1,37
MYH2,517
LRFN1,125
CDX1,48
EHHADH,149
RPL22,43
SIN3B,267
EIF2AK2,148
SPCS1,30
RAD21L1,21
HSPE1,31
MEP1A,122
ECT2,201
SLC35D1,62
PLBD1,108
PCDHGC5,126
SLC36A1,54
DLL4,105
NANOG,47
APOC2,17
NDUFA2,31
MYOT,105
PLCG1,283
ZMYND10,90
MRPS7,77
PSMG3,23
TMEM30A,67
DTX4,122
MICB,71
NFATC4,134
NSRP1,213
GDA,86
PYCARD,42
UNKL,51
GLTSCR2,151
AHR,132
TMEM14C,11
PCDHB5,116
ACKR4,56
HRG,89
C19orf43,47
SLTM,113
ZBTB47,151
NEUROD4,68
HIST1H3B,54
CCDC53,29
TBX2,139
PPP1R7,87
DOPEY1,407
HELB,228
ZNF777,166
PLXNA1,372
DDX11,74
CLN6,38
DNAH6,871
BRD8,148
SPACA1,45
MMP8,87
RRP36,91
MAPK8IP1,115
ROPN1B,39
IL5,28
MSX2,53
GLRX,21
MLH1,147
VAMP4,46
PTPN20A,1
PTGR1,38
YWHAH,64
HOXC12,54
PKN1,202
ART1,53
C11orf63,201
GTDC1,80
DARS2,39
GRIN3B,186
TNNC1,35
POLM,106
PCDHB12,111
DHX58,136
SLC19A2,51
NCLN,104
STRADA,39
KRT33B,77
HAUS3,140
PLA2G2C,30
CCDC169,36
PPP1R3C,65
CTSD,71
NAA38,13
ATP5E,23
AGXT2,93
RASL11B,51
SNAI1,48
NUP37,51
CRTAM,77
SPHK2,91
GREB1,316
CDH9,146
CDKN1B,44
REEP6,31
OR14J1,48
CANX,118
SYDE2,1
MDFI,18
RAMP3,23
BTN1A1,106
DSC2,150
TPH1,106
CEACAM8,45
TSPAN8,31
GNGT1,27
PPM1H,102
ABTB1,103
NCAN,190
E2F8,177
ASIC1,106
HOXD11,66
OPN5,1
MOGS,146
ACADS,84
PPP2CA,1
CSN1S1,35
TAS2R16,39
NEK9,169
COX6B1,23
DEPDC7,124
SNX3,47
PLVAP,126
ADORA3,48
RAB40C,67
GHSR,58
RPS4Y1,89
PFN2,30
FBXO5,123
H3F3AP6,1
SLIRP,31
USHBP1,136
RNF8,23
ZSCAN18,85
STAG1,254
DTWD1,80
SOGA1,417
GCA,34
IRGC,94
HCN2,168
PKD2,194
FAM98C,65
ACRBP,92
HOXD9,67
AIPL1,74
MPHOSPH10,183
NDUFB3,30
ENOSF1,98
PIWIL1,198
SCNN1A,111
PPP3R1,41
DUSP4,77
TTC1,78
MAPK14,66
LTF,157
C1QTNF3,36
DPF2,98
PFDN5,11
CERS4,72
RGS2,59
PTPN12,158
C2orf40,37
RPN2,91
MTERFD3,98
COX6A1,15
BMP15,78
TAS2R4,47
FAM64A,67
FYTTD1,106
PSG1,79
TMSB10,17
A4GNT,58
SGSM3,151
KLK12,27
PROC,91
MEA1,19
PTGIS,106
GNAT1,82
RABGAP1L,164
PDZD11,33
HIST1H1A,84
FZD10,100
CCR7,66
MAPK14,69
SORBS3,142
ABCG2,106
SNX17,111
SF3B14,40
TRAP1,174
CTCFL,177
MMP28,42
PSD4,173
SLC35C2,53
QTRT1,71
C3,350
UBE3D,10
NDC1,84
SERINC4,30
RALY,76
COPB1,195
NUP155,230
NPY,22
KLHL24,122
SLC35A2,54
CSRNP2,92
WDR77,43
PANK3,79
CFHR4,49
PRLHR,53
GNAZ,90
TLE6,98
AADAC,83
CENPK,65
AP5S1,39
GORASP2,41
PCDH12,193
RTN2,95
ABHD8,74
KHNYN,157
FCRLA,49
GDF1,66
CCDC92,86
RASL11A,52
COX7A2,27
LTA4H,121
MCHR1,57
RFX4,104
TFPI,77
PTCD3,152
CHST12,114
CCT7,127
CDK7,75
CKLF,26
EDA2R,47
NOL4,146
COQ9,57
IL37,45
C14orf159,108
SLC11A2,62
CORO1C,111
MSR1,87
KDELR2,35
FRAS1,110
LY9,100
RNF144B,58
CCDC102A,171
OSGEPL1,79
CNTN3,182
CCNA1,80
UBE4B,239
GCM1,82
VAMP8,27
PCNXL2,354
SHANK3,338
IL5RA,65
OSER1,69
SMPD2,68
ARRDC3,79
DPP9,171
CHMP1A,38
SNX24,42
ARG2,60
CHRNA1,67
MFSD9,68
SLC25A24,31
NDUFS3,58
SLC4A1,126
TF,127
ARHGAP31,255
CHD5,449
PARP16,70
HERC3,163
SESN2,90
INVS,268
C14orf1,25
RAB1A,29
KATNBL1,72
PDLIM4,64
SRBD1,248
RTCA,80
KLC4,143
RASGEF1B,111
CYTIP,75
SPOCD1,136
NOTCH2,294
HSD17B7,65
USP30,101
RHBG,35
MPND,84
PCDH19,192
GLCE,144
MED6,58
SLC16A7,73
POPDC3,51
PLD2,197
TRHDE,194
SLC9A3,146
ABCC9,264
ISM1,91
WNT2B,98
LTK,131
KDR,259
ABCA7,357
PSMD9,51
CNOT6L,99
ATG2B,1
TTC7A,94
IKZF4,112
GRPEL1,64
WAPAL,89
HOOK2,188
ARNTL2,121
DEFB118,31
TLE2,116
PPARA,98
PCSK2,122
PDE4C,112
IL1A,52
NOX5,142
INVS,221
FIBCD1,35
DDX18,168
PPAN,144
CATSPERB,195
POU2F3,71
CSNK2A2,86
TROAP,131
DOCK10,471
SULF1,221
SLC25A17,15
TMOD1,84
ERO1LB,57
AP2B1,164
DAGLA,173
TMED2,40
RIMS1,396
DNMT3A,214
IMMT,152
CLCN7,137
CASQ2,75
IL11,44
ESRRB,108
CNTNAP1,229
AKAP12,311
TRPC3,180
ARPC1A,80
CCL25,38
CRISPLD1,104
ALG6,81
CDK15,69
LIPG,105
PKMYT1,86
MED15,107
GRIA3,182
FGFR3,143
ZSWIM6,220
TRPC5,188
IL1RL2,117
HECW2,279
HERC5,211
TOX4,69
GABRA4,118
ORC4,92
NMU,34
FOLH1,149
ARHGEF9,121
APPL2,123
NUP210,274
RC3H1,199
RNFT2,79
PHF21A,126
MAST3,265
GSDMD,74
MYC,27
LPPR5,39
GATA5,54
CDH10,143
RRAS2,57
MAST4,526
TTC40,162
KIAA1009,361
THBS1,211
PPP2R3C,108
FBN2,396
AREG,51
CRP,33
RTP4,48
DGKG,170
TCF25,138
HACE1,145
PGBD1,160
KLHL13,131
GTPBP10,74
PACSIN2,124
KIF23,246
RGS9,175
KRT121P,1
NDUFB5,51
RAB36,72
TUBGCP2,195
HRASLS,57
CIT,507
USO1,155
PDE5A,165
POLR1A,378
EPB41L5,162
HERC2,857
SLC27A5,116
FXYD2,19
TGFBRAP1,160
LACTB,128
CROCCP3,1
FNBP4,169
SYTL4,185
FDXACB1,112
MAPKBP1,229
PNPT1,46
KIF3C,197
FAM186B,233
GIF,55
GNLY,43
ZNF700,190
TAF4,151
PHC2,106
SBF2,366
SIX3,71
AP3B2,221
FNBP1L,157
RP11-382D8.3,1
COL4A3BP,130
IL12RB2,151
NARS,133
CHMP3,69
SAA2,33
ITPKA,107
DNAH5,965
CSNK1A1,88
ABI2,27
ERCC8,76
TCF25,82
XYLT1,210
ARCN1,122
ALKBH8,58
EPO,41
SLC6A11,87
ITGA2B,140
FAM189A2,84
UNC5A,135
ZNF629,161
SYT4,107
RNF17,330
TCEB2,30
EHBP1,299
NGEF,175
NEK3,73
RPA1,128
FAM189A1,55
TRPM1,341
C2orf83,19
METTL5,50
SMARCB1,88
PIKFYVE,434
RNF38,79
SRCAP,449
LRRC8A,183
MAN1C1,79
CHST8,110
NDST4,167
ZNF24,81
GFM1,179
IGJ,39
BCHE,112
DSG1,145
MMP20,102
MAU2,1
KCNH4,179
DDX6,103
ZNF655,133
ITGA6,221
HRC,107
TIMM10,26
CDH19,118
PPP1R12C,187
KLHL5,134
KCNN4,88
EEFSEC,127
GAB1,130
GMPR,71
ZNF225,189
PRDM11,123
WLS,89
OGN,69
MECR,70
GLRB,106
SNRPA1,72
SLCO1B1,108
MYH14,547
FER1L4,1
C9,125
PSMD11,105
SLC7A6OS,68
WDR12,90
KIAA1109,883
TAF12,32
EPB41L4A,194
SLC2A9,80
EPC1,174
GPNMB,87
KCNH2,212
CCDC115,45
JUND,58
SEPT11,110
RSAD1,83
DGKD,277
PVRL1,91
CASP5,112
RAB21,56
ARHGEF17,368
TM9SF1,87
DNAJC8,90
DIAPH1,284
POM121,96
DDX25,105
SLC30A9,128
TFAP2B,87
BTBD2,83
KPNA3,78
TCN1,60
CD72,78
IL1B,49
CPPED1,27
AP4B1,138
BLOC1S1,31
CASP8,114
CEP68,111
SECISBP2L,199
MSMO1,47
LY75,328
ORM1,44
MAP4K3,182
SIT1,31
TRA2B,44
RAB30,44
KIF13A,372
NR0B2,35
PODNL1,85
ZC3H4,237
RAI14,242
FAF2,94
SCO1,71
ZNF337,208
HIRA,191
CSNK1G2,106
SRD5A3,45
IL7,49
CDON,172
LMO3,46
C12orf49,43
CA1,47
C12orf4,126
SYP,39
RGS8,62
CCDC88A,491
STX2,82
PRPF38A,110
LSM14B,99
GPR108,96
CTIF,134
OLFM2,86
THSD4,186
MTIF2,184
FNDC4,43
ERP29,69
ABHD17C,51
C1QL1,31
MRPL35,60
CLCA4,39
WBP2,36
VIPR2,72
GCNT2,89
CCM2L,92
AARS,207
ZNF426,112
AGFG2,44
LRRC9,256
ITGA6,236
AKR1C4,70
TRIM10,84
POF1B,121
TMEM59L,64
LMF1,93
DNAJC6,144
FUS,89
MAMLD1,91
RHEB,38
UNC13A,357
GCH1,1
CDSN,43
ACY3,44
PRDM5,187
GTF2H4,89
PUM1,156
ZAP70,135
HRSP12,27
CDK4,61
MCM6,193
TBRG4,121
CARD6,194
SRCIN1,271
EMG1,55
KLF1,57
CEP72,137
EMC8,39
PKIB,21
TRAF5,135
TYR,83
EIF4B,192
NID1,179
URB2,259
ZNF764,90
CFHR5,114
TARS,179
ARL8B,49
CELSR1,474
MYBPC3,272
COX5B,33
MKRN1,99
EEF2K,149
FGFBP1,70
OS9,141
METTL2B,81
SIAE,79
SCARF1,124
SKIL,162
CYSTM1,7
RBM39,125
PSMC3IP,62
CALCOCO2,100
TP53BP1,321
GYS1,135
ALMS1,751
ZNF414,43
CHTF18,200
MBD2,101
GPR133,113
ARFGEF1,356
MYO5C,441
TMEM260,121
ATP13A3,203
RARRES3,38
NOX4,107
ABCC9,267
GGH,60
PAX8,67
ITIH5,192
TRAFD1,107
PPP1R12A,264
PIGC,49
ITPKC,114
KIF20B,484
TMEM63B,145
AP2S1,35
SLC7A5,56
ORC3,157
TOPBP1,312
BRD4,247
EHD2,126
EDAR,73
CEP135,345
SP110,148
DNAJA3,114
IL36B,45
NUDT15,35
C19orf40,13
ACSS3,133
CACNG6,53
RBBP5,109
USP2,132
NFATC1,119
NOTCH3,312
EFR3A,171
EIF2AK4,352
ZNF679,105
IPO8,178
PLCE1,450
ZFR2,170
LPCAT3,78
P2RX7,37
ASGR2,44
RP11-107C16.2,1
BCAT1,63
WSCD2,146
LPIN1,167
C7orf69,30
PTPRH,132
SGCA,58
PRKRIR,166
CCNT2,146
DHX8,300
CXCL9,48
MNAT1,74
TMEM231,55
MRPL3,87
FBLN1,112
UFSP2,81
EDEM1,116
ZSWIM3,151
VHL,39
SRSF1,84
RCBTB1,79
COTL1,40
F13A1,146
MDM2,76
BCMO1,120
GYPC,17
SYNJ2BP,27
FBRSL1,186
NKX2-8,52
TMEM106C,35
ABCB7,151
TMEM160,31
AC004381.6,183
BLK,122
IKBKG,96
CCL21,46
TNR,190
IFT46,45
TJAP1,116
BIN1,116
C12orf65,53
HSD3B7,35
TIMP2,51
CCNE1,93
ARFGAP3,114
SLC27A6,137
PTPN3,148
SAMHD1,150
FRMD4A,137
LIAS,108
RP5-849H19.2,1
UBE2D2,23
RPE65,94
RAPGEFL1,104
LPCAT2,99
CABLES1,128
AKT3,121
TPTE2P4,1
PTGES3,40
SDC1,34
KRT82,115
HHAT,57
CAMK1,74
PRKG2,207
RP5-1099D15.1,1
PI4K2B,118
SMAD7,93
XRCC1,136
CTCF,163
PRADC1,25
MMRN1,262
KHDC1,19
DYNC1LI2,106
RBM25,217
HAT1,99
KLB,217
UHRF1,1
CTDSPL2,102
ELF5,55
MMP7,52
TACO1,79
MTHFS,55
HEXB,105
ANKRD13C,119
LOXL3,131
LRPPRC,318
FGF12,42
GRIA2,181
CSE1L,168
PEBP4,51
RMDN3,108
RRAGB,86
MGLL,53
ENOX1,137
FECH,92
MEOX2,57
AJUBA,105
SMARCD3,118
CSF2RB,124
RAMP1,32
LSM4,42
DNAJB6,84
SLC4A4,193
SERPINF1,86
EIF4G3,336
BIRC3,121
GFAP,128
SCN1B,41
SLC25A23,106
CPOX,104
TTLL7,225
RAX,21
DENND3,236
OASL,115
HILPDA,11
DPH6,54
EIF2S1,83
PALD1,163
CCNB1,90
NMBR,64
C3orf20,205
FKBP11,25
CREBZF,66
TTC9,65
LHX5,86
RNF138,51
DYNC1I2,119
BBS7,140
PPHLN1,93
TXNDC9,69
ARVCF,217
ATRN,236
TMPO,68
TMEM243,15
PPAT,102
TMEM5,94
KIF18A,221
TLR2,152
CLTCL1,305
FOXRED1,93
P4HA1,127
GIMAP4,97
RAB11FIP3,125
CD33,64
SSR3,44
ANKRD36B,1
GUCA1C,43
EIF2S3,104
RAP1GAP2,154
FHDC1,259
HAL,136
EMR3,99
DCUN1D5,61
PPWD1,148
SLC35D2,42
MOG,74
ATP8A2,219
EMILIN2,207
PREB,79
MT2P1,1
PDZRN3,248
TTTY6B,1
FRS3,94
ARHGAP28,176
UTP20,606
LIG3,253
ASNSD1,137
SYT7,109
KCNT1,237
ZNF638,470
ELP3,138
AXIN1,202
ZNF397,50
ATP4A,180
CHAD,88
NOVA2,67
IRAK3,123
ECE1,139
KIAA0556,335
NUP153,220
DZANK1,156
CD80,56
MDFIC,68
RAB27B,50
HERC6,204
FOXF1,45
SLC24A1,178
MED4,55
NXF5,102
CEP70,148
FAM8A1,66
C7orf55-LUC7L2,153
MYO1G,248
EPCAM,73
FLT4,260
CPEB1,106
HIGD1B,28
DGUOK,64
TRIM47,125
STAM2,84
ACSBG1,138
OR1L4,47
HRH4,70
ZNF106,412
BARX1,61
PGR,124
DYSF,408
USP13,160
IFIH1,223
TYK2,240
ERBB4,130
GSE1,240
KYNU,96
RSBN1,181
MAP3K10,186
PSMB1,57
RABEPK,47
H3F3B,54
RBL2,245
F11,39
SEC31A,146
PDCL,72
PI4KA,410
ATF2,82
RAB11FIP5,149
IMPAD1,70
ERP44,84
EPT1,39
TMBIM1,31
KCNN2,117
CBL,151
CYP2C9,106
KNG1,130
WDR76,147
TTTY11,1
RAB3GAP1,200
TCF3,94
PTPLAD1,75
RBMX2P2,1
LGALS3,31
METTL16,135
COQ10B,62
GCHFR,19
GRK7,128
PIK3CA,240
ARHGAP29,290
TMEM128,15
USP28,195
AP5M1,84
DMGDH,180
STRN4,136
THUMPD2,129
TTPA,61
SFSWAP,218
G6PC,44
PDE6A,180
METTL1,39
ZRANB2,110
UGGT1,314
CYP2G1P,1
DESI1,19
KHK,64
USPL1,181
UBA5,53
ARL1,39
PHRF1,362
TIPIN,68
DNAJC13,463
HSD17B14,47
VPS13C,765
MRPL4,68
NAPSA,60
OSBP,185
POMT2,116
SULT6B1,60
POU5F1,56
LETMD1,100
ADAMDEC1,91
MARS,158
RAB33A,59
CYP1B1,105
LRP3,132
ICAM1,94
AKAP7,21
BHLHE40,90
RPS6KA6,155
AAGAB,49
RWDD3,37
MAPK3,83
LCAT,56
ACAD11,149
RAMP2,27
A1BG,78
HMG20B,73
GIPR,85
ANKRD42,116
CLEC2D,39
WIZ,152
MAPT,169
TYRO3,147
KRBA1,164
JKAMP,42
IFT172,385
TJP3,209
LATS1,221
ZFAND6,40
VWF,452
FNIP2,219
MCM4,190
EPC2,186
COX10,73
SLC2A11,13
SPINK5,322
ZBED3,59
PCDHAC1,157
NARG2,206
RHBDF1,180
DERL1,34
MTFR1,77
ILKAP,99
RPS6KA5,166
PKDREJ,421
SCPEP1,77
USP29,183
HLA-F,85
SLCO5A1,118
MGRN1,92
MECOM,231
WSB1,88
POM121C,143
KLKB1,127
CKAP2,186
TRIM37,186
PRKX,84
PIK3C3,205
TNFRSF13B,61
BTBD16,128
RAPGEF4,220
AOX1,35
OPA3,41
SLC9A3R1,84
ZNF557,108
PHLPP1,282
SYT1,104
POLQ,527
CRAMP1L,86
ADAM10,154
DCTN3,44
CHI3L1,80
THRA,107
CSPP1,324
LOXL4,133
C12orf39,30
DOK5,84
CYP19A1,105
UBE2R2,44
CCM2,87
UBN1,244
TTLL4,236
SLC5A7,57
TEX35,53
ZDHHC8P1,1
KIAA1257,103
SLC19A3,52
EIF3G,85
KCTD3,152
PCYOX1,56
MAP3K8,88
GUCY2C,232
GNAO1,85
ZNF541,158
RABEP1,221
COL5A3,280
TSPAN11,39
ADAM20,112
MED10,39
MACROD1,93
SUB1,46
ASPA,66
TMEM98,29
SLC12A7,172
C1QTNF6,27
SLC39A11,32
KAT2B,202
ARSB,97
CSPG5,61
CHL1,235
ITGAE,187
IER3,25
MTPAP,130
COBL,250
CD302,34
NXT1,22
GPSM2,153
BAI2,252
ZNF282,131
FABP4,36
CDC45,113
PEMT,34
CALHM2,55
MTUS2,1
PAICS,96
MSH4,180
CDK17,123
THOC6,57
SLC3A1,133
GNAO1,81
GLP2R,109
ALKBH6,45
ABI2,71
CCNH,77
IL17B,41
DEPDC1B,134
ZCCHC11,408
LMO2,61
MRPL47,86
CSHL1,31
CLEC2D,32
TYROBP,17
VEZF1,56
PMP2,46
NOL11,131
C19orf66,79
MAU2,94
CD63,39
MRPS18B,65
TRPM4,229
PRDM12,69
KLHL5,128
RBBP8NL,125
MAP4,209
DUSP26,51
COX17,17
BLMH,94
THOC3,69
ABCB11,246
GINS2,44
ANKRD12,553
SGOL1,158
FAT2,617
CCBL2,103
NPR3,109
GREB1,66
FDX1,41
LHX1,84
CP,191
RASAL1,183
TMEM258,9
EML1,153
TANC1,364
EFR3B,141
ZNF189,150
CYBA,31
TNS4,108
SLC41A2,68
ZBTB32,88
SPCS2,55
UPK1B,35
SIRPB1,33
METAP2,100
OVOL3,59
MRPL44,78
B9D1,37
RPL31,53
TUBB4A,68
TP63,114
CRISP3,49
CHCHD3,80
CRYGD,43
PTPRE,144
PAN2,221
ZC3H3,262
PRKAB2,51
ALS2,291
BPIFA2,41
TXK,116
PLEKHA8P1,1
NUTM2F,116
ADAM19,159
HNF1A,79
RFX1,119
TMCC3,124
THAP1,57
NLRC5,289
MOCOS,153
MAPK6,130
IQCA1,195
